ID,Main,Location,Corporation,Salary,Href,Date
401,PHP Programátor + bonus bezplatné ubytovanie,"Námestie SNP, Banská Bystrica","ATENA - SMART CARE, s. r. o.",2 400 EUR/mesiac Zabezpečené ubytovanie,/praca/atena-smart-care/O4456813,2023-02-21
402,Junior Java/React Developer - Letectvo,Bratislava,Indra Avitech s.r.o.,1 800 - 2 500 EUR/mesiac,/praca/indra-avitech/O4517711,2023-02-21
403,C/C++ Developer,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,,/praca/certicon-sk/O4477348,2023-02-21
404,C++ Developer,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,2 200 EUR/mesiac,/praca/certicon-sk/O4477344,2023-02-21
405,.NET Backend developer,"Galvaniho, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Solutions, a.s.",2 200 EUR/mesiac,/praca/asseco-solutions/O4252075,2023-02-21
406,HMI Programmer ,"Trenčianska Turná 2811, 913 21 Trenčianska Turná, Slovakia (Job with occasional home office)",Valicare s.r.o.,2 400 EUR/mesiac,/praca/valicare/O4216360,2023-02-21
407,Full Stack Developer (with R),"Bottova, Bratislava, Slovakia (Job with occasional home office)",Synpulse Slovakia s.r.o.,2 500 EUR/mesiac,/praca/synpulse-slovakia/O4428348,2023-02-21
408,JIRA Developer,"Bottova, Bratislava, Slovakia (Job with occasional home office)",Synpulse Slovakia s.r.o.,2 200 EUR/mesiac,/praca/synpulse-slovakia/O4457390,2023-02-21
409,Backend Developer - NodeJS,"Karadžičova, Bratislava",01 People s.r.o.,2 200 EUR/mesiac,/praca/01-people/O3979936,2023-02-21
410,Aplikačný inžinier - ponuka pre absolventov ,Nové Mesto nad Váhom,ZF Active Safety Slovakia s.r.o.,2 000 - 4 000 EUR/mesiac,/praca/zf-active-safety-slovakia/O4517636,2023-02-21
411,Elektro-programátor  (35-45.000Kč),"Frýdek-Místek, Česko","Advantage Consulting, s.r.o.",1 100 EUR/mesiac,/praca/advantage-consulting/O4517635,2023-02-21
412,SAP konzultant s ABAPOM,Nitra,"ADECCO Slovakia, s. r. o.",35 000 - 45 000 Kč/mesiac,/praca/adecco-slovakia/O4517633,2023-02-21
413,SW Tester | Cloud | Auto & Manual,Remote work,"ESET, spol. s r.o.",2 350 EUR/mesiac,/praca/eset/O4477967,2023-02-21
414,Core Software Developer,Remote work,"ESET, spol. s r.o.",2 300 EUR/mesiac,/praca/eset/O4472526,2023-02-21
415,C++ Developer (ABIS product),"Lakeside Park 02, Tomášikova, Nové Mesto, Slovakia, Bratislava (Job with occasional home office)","Innovatrics, s.r.o.",2 700 EUR/mesiac,/praca/innovatrics/O4517589,2023-02-21
416,Medior/Senior Java Developer ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",PwC,2 500 EUR/mesiac,/praca/pwc/O4414402,2023-02-21
417,CAD Systems Administrator,Práca z domu,Scheidt & Bachmann Slovensko s.r.o.,1 900 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4500783,2023-02-21
418,Senior Verification Engineer,"Mlynské nivy, Bratislava, Slovakia (Job with occasional home office)","ON Semiconductor Slovakia, a.s.",1 500 EUR/mesiac,/praca/on-semiconductor-slovakia/O4500289,2023-02-21
419,Verification Engineer,"Mlynské nivy, Bratislava, Slovakia (Job with occasional home office)","ON Semiconductor Slovakia, a.s.",3 500 EUR/mesiac,/praca/on-semiconductor-slovakia/O4500288,2023-02-21
420,Experienced ServiceNow Consultant / Developer (permanent home office possible),"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",2 800 - 4 300 EUR/mesiac,/praca/accenture/O4441505,2023-02-21
421,Mid/Senior Full Stack Developer,"Lamačská cesta, 841 01 Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,1 900 EUR/mesiac,/praca/siemens-slovensko/O4002541,2023-02-21
422,Junior PHP web developer/ developerka v ui42,Bratislava,ui42 spol. s r.o. | e-commerce one-stop shop,1 400 - 2 000 EUR/mesiac,/praca/ui42-e-commerce-one-stop-shop/O3939822,2023-02-21
423,Senior Frontend (React) Developer,Bratislava,"O2 Slovakia, s.r.o.",,/praca/o2-slovakia/O4290729,2023-02-21
424,Python developer - Renewable Energy sector - HPP,"Jihomoravský kraj, Česká republika",ManpowerGroup s.r.o.,2 800 EUR/mesiac,/praca/manpowergroup/O4517438,2023-02-21
425,SW Architekt,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Unlimit Recruitment, s.r.o.",,/praca/unlimit-recruitment/O4517368,2023-02-21
426,PHP / Full-stack Developer,"Stará Vajnorská, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","WESTech, spol. s r.o.",3 000 - 5 000 EUR/mesiac,/praca/westech/O4497935,2023-02-21
427,"IT špecialista - Systémový a aplikačný administrátor (C#, SQL)",Bratislava,"Burza cenných papierov v Bratislave, a.s.",3 500 EUR/mesiac,/praca/burza-cennych-papierov-v-bratislave/O4517140,2023-02-21
428,Node.js developer - poď vyvíjať nový Pokec.sk na zelenej lúke!,Práca z domu,"Ringier Slovakia Media, s. r. o.",2 200 EUR/mesiac,/praca/ringier-slovakia-media/O4061475,2023-02-21
429,Flutter developer - middle - poď vyvíjať nový Pokec.sk!,Práca z domu,"Ringier Slovakia Media, s. r. o.",2 000 EUR/mesiac,/praca/ringier-slovakia-media/O4231884,2023-02-21
430,Web developer,"Apollo Business Centre, Prievozská, Ružinov",Dataconcept s.r.o.,2 000 EUR/mesiac,/praca/dataconcept/O4189468,2023-02-21
431,Machine Software Engineer C++ ,Abroad - Others (The job requires travelling),Muehlbauer Technologies s.r.o.,1 800 EUR/mesiac,/praca/muehlbauer-technologies/O4481456,2023-02-21
432,Fastgate Developer,Nitra,Muehlbauer Technologies s.r.o.,2 000 - 2 500 EUR/mesiac,/praca/muehlbauer-technologies/O4517010,2023-02-21
433,Java software developer  - oddelenie Software Solutions,Nitra,Muehlbauer Technologies s.r.o.,1 800 EUR/mesiac,/praca/muehlbauer-technologies/O4517008,2023-02-21
434,Trainee Backend Developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","SOFTEC, spol. s r.o.",1 800 EUR/mesiac,/praca/softec/O4516996,2023-02-21
435,Test Automation Developer - Banská Bystrica,"Banská Bystrica, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Orange Slovensko, a.s.",6 EUR/hod.,/praca/orange-slovensko/O4516977,2023-02-21
436,SW Developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",1 600 EUR/mesiac,/praca/asseco-central-europe/O4516973,2023-02-21
437,Frontend Developer,"Dvořákova 2881/77, Město, Přerov, Česko (Pozice umožňuje občasnou práci z domu)",KARAT Software a.s.,2 200 EUR/mesiac,/praca/karat-software/O4459889,2023-02-21
438,AZURE administrátor ,Práce z domu,KARAT Software a.s.,40 000 Kč/mesiac,/praca/karat-software/O4459898,2023-02-21
439,Dlhodobá brigáda pre študenta VŠ v banke na divízii IT a digitalizácie (odbor IT Vývoj),Žilina,"Prima banka Slovensko, a.s.",,/praca/prima-banka-slovensko/O4516838,2023-02-21
440,Dlhodobá brigáda pre študenta VŠ v banke na divízii IT a digitalizácie (odbor IT Vývoj),Žilina,"Prima banka Slovensko, a.s.",5 EUR/hod.,/praca/prima-banka-slovensko/O4516838,2023-02-21
441,Release manager / C#/.NET Developer,"Miletičova, Bratislava","SYNOT Games, s.r.o.",2 900 EUR/mesiac,/praca/synot-games/O4516799,2023-02-21
442,C# developer,Bratislava,Siemens Slovensko,2 200 EUR/mesiac,/praca/siemens-slovensko/O4486792,2023-02-21
443,Experienced JavaScript developer,"Framborská, Žilina, Slovakia (Job with occasional home office)",Siemens Slovensko,,/praca/siemens-slovensko/O4486731,2023-02-21
444,Fullstack Developer .NET/Angular/Azure,"Mlynské nivy 12, Bratislava, Slovakia (Job with occasional home office)",Swiss Re,1 700 EUR/mesiac,/praca/swiss-re/O4336959,2023-02-21
445,PHP web developer v ASData.sk (pobočka Prešov),Prešov,"ASData group, s.r.o.",3 500 EUR/mesiac,/praca/asdata-group/O4218964,2023-02-21
446,C++ / WinCC OA Developer,Práca z domu,Siemens Slovensko,9 - 18 EUR/hod.,/praca/siemens-slovensko/O4118051,2023-02-21
447,Agile Scrum Master,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,1 500 EUR/mesiac,/praca/pro-hr/O4516767,2023-02-21
448,JAVA 11 Developer /graduate,Práca z domu,Pro HR,3 000 EUR/mesiac,/praca/pro-hr/O4516766,2023-02-21
449,Cloud Developer JAVA  ( home office),Práca z domu,Pro HR,1 900 EUR/mesiac,/praca/pro-hr/O4516765,2023-02-21
450,Java Developer (Cloud App.),Remote work,Pro HR,3 100 EUR/mesiac,/praca/pro-hr/O4516764,2023-02-21
451,ABAP Developer /SAP S/4 HANA,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,3 200 EUR/mesiac,/praca/pro-hr/O4516762,2023-02-21
452,JAVA Software Developer Austria project (kontrakt /home-office/5000 - 7000 €),Práca z domu,Pro HR,2 700 EUR/mesiac,/praca/pro-hr/O4516761,2023-02-21
453,Liferay programátor,"Košický kraj, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",5 000 - 8 000 EUR/mesiac,/praca/asseco-central-europe/O4516756,2023-02-21
454,Liferay programátor,"Banskobystrický kraj, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",2 500 EUR/mesiac,/praca/asseco-central-europe/O4516755,2023-02-21
455,Liferay programátor,"Bratislavský kraj, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",2 500 EUR/mesiac,/praca/asseco-central-europe/O4516754,2023-02-21
456,Backend / Fullstack Python Developer,"Prešovská, Bratislava",SmartBase s. r. o.,2 500 EUR/mesiac,/praca/smartbase/O4144667,2023-02-21
457,C# / .NET Developer - technologické projekty pre automatizáciu,"Stará Vajnorská 3481/27A, 831 04 Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Universal Instruments s. r. o.,2 300 EUR/mesiac,/praca/universal-instruments/O3348874,2023-02-21
458,ServiceNow Developer (mid level/senior),Remote work,Fpt Slovakia s.r.o.,1 600 - 3 500 EUR/mesiac,/praca/fpt-slovakia/O4516645,2023-02-21
459,Business Analyst (Bratislava or 90% remote),Práca z domu,"ARTIN Solutions, s.r.o.",2 500 EUR/mesiac,/praca/artin-solutions/O4516557,2023-02-21
460,Process manager ,"Bratislava, Slovakia (Job with occasional home office)",Deutsche Telekom Services Europe Slovakia s.r.o.,1 700 EUR/mesiac,/praca/deutsche-telekom-services-europe-slovakia/O4474586,2023-02-21
461,Process manager senior  ,"Bratislava, Slovakia (Job with occasional home office)",Deutsche Telekom Services Europe Slovakia s.r.o.,2 000 EUR/mesiac,/praca/deutsche-telekom-services-europe-slovakia/O4474583,2023-02-21
462,Business Application Specialist / SAP Specialist,Košice,U-Shin Slovakia s. r. o.,2 200 EUR/mesiac,/praca/u-shin-slovakia/O2907254,2023-02-21
463,"Lead SW Engineer for the Computer Vision team (Python, Golang, AWS)","Jurkovičova Tepláreň, Bratislava, Slovakia (Job with occasional home office)",Sportradar,,/praca/sportradar/O4324516,2023-02-21
464,Senior SAP ABAP/Fiori/ Developer,Remote work,Fpt Slovakia s.r.o.,4 800 EUR/mesiac,/praca/fpt-slovakia/O4516491,2023-02-21
465,PHP developer,"Pestovateľská, Bratislava",Lamitec s.r.o.,2 500 EUR/mesiac,/praca/lamitec/O4516482,2023-02-21
466,Programátor priemyselných robotov a PLC,Prešov,"Manuvia, a. s.",2 000 EUR/mesiac,/praca/manuvia/O4516483,2023-02-21
467,Medior/Senior Frontend - React Developer pre nové projekty KOMIX Slovakia : Bratislava / Košice,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",KOMIX SK s.r.o.,1 400 EUR/mesiac,/praca/komix-sk/O4488696,2023-02-21
468,Java/Kotlin/Android vývojár (4300 - 6700€),"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",ARIVA GROUP s.r.o.,2 800 - 4 000 EUR/mesiac,/praca/ariva-group/O4516449,2023-02-21
469,Junior WEB Developer,"Černyševského 48, Petržalka","GLOBERG:Digital, k. s.",4 300 - 6 700 EUR/mesiac,/praca/globerg-digital-k-s/O4468484,2023-02-21
470,Junior JAVA programátor/ka v automotive,Bratislava,"VOLKSWAGEN SLOVAKIA, a.s.",1 200 EUR/mesiac,/praca/volkswagen-slovakia/O4257749,2023-02-21
471,Middle/Senior C++ Software Engineer (Linux/Networking),Remote work,GlobalLogic Slovakia s.r.o.,1 773 EUR/mesiac,/praca/globallogic-slovakia/O4516392,2023-02-21
472,Java Developer - 100% Remote,Práca z domu,"Koderia (by Objectify, s.r.o.)",2 800 EUR/mesiac,/praca/koderia-by-objectify/O4516353,2023-02-21
473,Hľadáme embedded developerov (ingeligentné budovy)-pre lídra na trhu,"práca umožnuje prevažne homeoffice, Bratislavský kraj","Manuvia, a. s.",3 200 - 3 600 EUR/mesiac,/praca/manuvia/O4516287,2023-02-21
474,Java Trainee Program ,Práca z domu,MATERNA Information & Communications s.r.o.,2 000 - 4 500 EUR/mesiac,/praca/materna-information-communications/O4516248,2023-02-21
475,Developer C#/.NET v príjemnom malom internom tíme,"Námestie SNP, Banská Bystrica, Slovensko (Pozícia umožňuje občasnú prácu z domu)","BENCONT INVESTMENTS, s. r. o.",1 700 EUR/mesiac,/praca/bencont-investments/O4516224,2023-02-21
476,Android Developer (all genders),"Bratislava, Slovakia (Job with occasional home office)",Erste Digital,1 600 - 3 000 EUR/mesiac,/praca/erste-digital/O4515905,2023-02-21
477,Embedded C dev. - Ethernet/Analog/Audio (až 7.350 Eur/měs. - Full-Remote),Práce z domu,Valatron s.r.o.,2 800 EUR/mesiac,/praca/valatron/O4490827,2023-02-21
478,Embedded C Dev. - Functional Safety (až 7.350 Eur/měs. - Full-Remote),Práce z domu,Valatron s.r.o.,2 900 EUR/mesiac,/praca/valatron/O4490828,2023-02-21
479,Java developer (hybrid model),Bratislava,CPL Jobs s.r.o.,2 900 - 7 350 EUR/mesiac,/praca/cpl-jobs/O4516037,2023-02-21
480,Experienced Full-stack developer,Žilina District,Siemens Slovensko,1 700 EUR/mesiac,/praca/siemens-slovensko/O4486223,2023-02-21
481,Elektrokonštruktér (Vývoj a výroba elektronických testovacích zariadení) ,"Bytča, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,1 700 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4467923,2023-02-21
482,C# CI/CD developer,"Košice Region, Slovakia, Košice region (Job with occasional home office)",Siemens Slovensko,2 100 EUR/mesiac,/praca/siemens-slovensko/O4429815,2023-02-21
483, Programátor / Vývojár - brigáda pre študenta!  ,Bratislava,"ADECCO Slovakia, s. r. o.",,/praca/adecco-slovakia/O4515964,2023-02-21
484,Senior Scientific Programmer C++,"Bottova 2a, Bratislava, Slovakia (Job with occasional home office)",Solargis s. r. o.,7 EUR/hod.,/praca/solargis/O4515832,2023-02-21
485,Integration Architect,"Landererova 12, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",CGI Slovakia s. r. o.,2 400 EUR/mesiac,/praca/cgi-slovakia/O3837500,2023-02-21
486,Integration Developer (TIBCO),"Landererova 12, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",CGI Slovakia s. r. o.,2 500 EUR/mesiac,/praca/cgi-slovakia/O4475744,2023-02-21
487,React Developer for Telematics,"Sygic, Mlynské nivy, Bratislava, Slovensko (Job with occasional home office)","Sygic, a. s.",1 700 EUR/mesiac,/praca/sygic/O4363903,2023-02-21
488,Full Stack Developer (Angular+Java) - vývoj bankových aplikacií,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",JUMP-TECH s. r. o.,2 000 - 4 000 EUR/mesiac,/praca/jump-tech/O4515569,2023-02-21
489,Fiori/UI5 Developer ,"Bratislava, Slovakia (Job with occasional home office)",Takeda,5 200 EUR/mesiac,/praca/takeda/O4515541,2023-02-21
490,Senior Data Engineer,Remote work,"GoHealth, s. r. o.",2 600 EUR/mesiac,/praca/gohealth/O4515534,2023-02-21
491,DevOps Manager,"Bratislava, Slovak Republic","Kistler Bratislava, s.r.o.",3 500 - 5 000 EUR/mesiac,/praca/kistler-bratislava/O4515523,2023-02-21
492,IT Developer (Angular),Bratislavský kraj,"Manuvia, a. s.",3 500 EUR/mesiac,/praca/manuvia/O4515512,2023-02-21
493,Senior Front-End Developer for Smart Buildings,Bratislavský kraj,"Manuvia, a. s.",2 000 EUR/mesiac,/praca/manuvia/O4515511,2023-02-21
494,SW Engineer C#,Nitra,Pro HR,2 000 EUR/mesiac,/praca/pro-hr/O4515464,2023-02-21
495,SW Engineer,Práca z domu,Pro HR,2 300 EUR/mesiac,/praca/pro-hr/O4515456,2023-02-21
496,FrontEnd Developer Vue.js,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,2 900 EUR/mesiac,/praca/pro-hr/O4515455,2023-02-21
497,Platform technology engineer/ka,Bratislava,"Slovenská sporiteľňa, a.s.",3 000 EUR/mesiac,/praca/slovenska-sporitelna/O4515427,2023-02-21
498,Junior developer na medzinárodných IT projektoch ,"Pod Juhom 6477, Trenčín, Slovensko (Pozícia umožňuje občasnú prácu z domu)","AP-SOFT, s.r.o.",1 800 EUR/mesiac,/praca/ap-soft/O4515005,2023-02-21
499,Senior full stack developer na medzinárodných IT projektoch ,"Pod Juhom 6477, Trenčín, Slovensko (Pozícia umožňuje občasnú prácu z domu)","AP-SOFT, s.r.o.",1 300 EUR/mesiac,/praca/ap-soft/O4514374,2023-02-21
500,Teamleader/-ka oddelenia zdieľaných aplikačných služieb,Bratislava,ČSOB Finančná skupina,2 800 EUR/mesiac,/praca/csob-financna-skupina/O4515346,2023-02-21
501,"Software Developer Python, Bash, Tcl - Multiple positions","Bratislava, Slovakia (Job with occasional home office)","Nokia Slovakia, a.s.",2 000 EUR/mesiac,/praca/nokia-slovakia/O2557190,2023-02-21
502,"Software Developer C/C++, Python - Multiple positions","Bratislava, Slovakia (Job with occasional home office)","Nokia Slovakia, a.s.",2 000 EUR/mesiac,/praca/nokia-slovakia/O2558801,2023-02-21
503,"Špecialista - programátor analytik (Java, SQL)","Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Stredoslovenská distribučná, a.s.",,/praca/stredoslovenska-distribucna/O4514741,2023-02-21
504,Senior Backend Developer (PHP),"Binarium, Staré Grunty, Karlova Ves, Slovensko, Bratislava (Pozícia umožňuje občasnú prácu z domu)",Simplaq s.r.o,1 933 EUR/mesiac,/praca/simplaq/O4515190,2023-02-21
505,Team lead in software product development,"Košice Region, Slovakia, Košice region (Job with occasional home office)",Siemens Slovensko,2 500 - 3 400 EUR/mesiac,/praca/siemens-slovensko/O4408761,2023-02-21
506,Hybrid Cloud Service Manager (SAP Infrastructure & Services),"Žilina, Slovakia (Job with occasional home office)",Siemens Slovensko,2 700 EUR/mesiac,/praca/siemens-slovensko/O4278275,2023-02-21
507,Hybrid Cloud Service Manager (SAP Infrastructure & Services),"Košice, Slovakia (Job with occasional home office)",Siemens Slovensko,2 000 EUR/mesiac,/praca/siemens-slovensko/O4278272,2023-02-21
508,Join our Mobile community! (iOS/Android/Hybrid),Bratislava,IBM,2 000 EUR/mesiac,/praca/ibm/O4255645,2023-02-21
509,"Java Developer - TPP, remote",Práca z domu,Grafton Slovakia s.r.o.,1 800 EUR/mesiac,/praca/grafton-slovakia/O4515107,2023-02-21
510,"Java Tech Lead - TPP, remote",Košice,Grafton Slovakia s.r.o.,1 600 - 3 500 EUR/mesiac,/praca/grafton-slovakia/O4515106,2023-02-21
511,"Data Engineer - TPP/freelance, možnosť remote",Košice,Grafton Slovakia s.r.o.,3 000 - 4 500 EUR/mesiac,/praca/grafton-slovakia/O4515105,2023-02-21
512,Test developer (Python),Bratislava,Grafton Slovakia s.r.o.,1 800 - 3 100 EUR/mesiac,/praca/grafton-slovakia/O4515103,2023-02-21
513,"Tech Expert in C# - TPP, remote",Košice,Grafton Slovakia s.r.o.,2 000 - 2 200 EUR/mesiac,/praca/grafton-slovakia/O4515102,2023-02-21
514,C++/Python Developer so záujmom o meteorológiu,Bratislava,Grafton Slovakia s.r.o.,3 000 - 4 000 EUR/mesiac,/praca/grafton-slovakia/O4515095,2023-02-21
515,Java SW Developer,Bratislava,Grafton Slovakia s.r.o.,2 200 - 3 200 EUR/mesiac,/praca/grafton-slovakia/O4515088,2023-02-21
516,SW Developer (.NET),Bratislava,Grafton Slovakia s.r.o.,2 000 - 3 500 EUR/mesiac,/praca/grafton-slovakia/O4515083,2023-02-21
517,Systémový/DevOps inžinier,Košice,Grafton Slovakia s.r.o.,2 400 - 3 000 EUR/mesiac,/praca/grafton-slovakia/O4515082,2023-02-21
518,SW Test Engineer,Košice,Grafton Slovakia s.r.o.,2 700 - 4 000 EUR/mesiac,/praca/grafton-slovakia/O4515080,2023-02-21
519,Node.JS Developer,Bratislava,Grafton Slovakia s.r.o.,2 000 - 3 000 EUR/mesiac,/praca/grafton-slovakia/O4515079,2023-02-21
520,Senior Python Developer,Košice,Grafton Slovakia s.r.o.,2 700 - 3 900 EUR/mesiac,/praca/grafton-slovakia/O4515078,2023-02-21
521,React  Developer,Bratislava,Grafton Slovakia s.r.o.,2 000 - 4 000 EUR/mesiac,/praca/grafton-slovakia/O4515076,2023-02-21
522,Java Developer,"Bratislava, Slovak Republic",Grafton Slovakia s.r.o.,2 400 - 3 500 EUR/mesiac,/praca/grafton-slovakia/O4515075,2023-02-21
523,Senior Frontend Developer - Angular,Košice,Grafton Slovakia s.r.o.,,/praca/grafton-slovakia/O4515074,2023-02-21
524,Vývojár  mobilných aplikácií (Android & iOS) - TPP/freelance &  remote,Bratislava,Grafton Slovakia s.r.o.,2 700 - 3 900 EUR/mesiac,/praca/grafton-slovakia/O4515071,2023-02-21
525,QlikView Developer,Košice,Grafton Slovakia s.r.o.,2 300 - 3 300 EUR/mesiac,/praca/grafton-slovakia/O4515068,2023-02-21
526,Databázový špecialista - migrácie (TPP/ živnosť a s možnosťou práce full remote),Bratislava,Grafton Slovakia s.r.o.,2 000 EUR/mesiac,/praca/grafton-slovakia/O4515066,2023-02-21
527,DevOps Engineer - TPP/živnosť & remote,Bratislava,Grafton Slovakia s.r.o.,2 100 - 3 500 EUR/mesiac,/praca/grafton-slovakia/O4515065,2023-02-21
528,Android Developer (FinTech),"Eurovea, Pribinova, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","WORLD BUSINESS PRESS online, a.s.",2 200 - 4 000 EUR/mesiac,/praca/world-business-press-online/O4426732,2023-02-21
529,DevSecOps Engineer,Remote work,Pro HR,1 500 - 3 000 EUR/mesiac,/praca/pro-hr/O4334191,2023-02-21
530,"InterNET, Claude MoNET, Microsoft .NET","Prievozská 14, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","DIMANO, a. s.",3 700 EUR/mesiac,/praca/dimano/O3292094,2023-02-21
531,Ruby on Rails Developer (junior/medior/senior),Remote work,Pro HR,2 000 EUR/mesiac,/praca/pro-hr/O4020862,2023-02-21
532,SW Integrátor/tester (Študent 3. - 4. ročníka VŠ),"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,2 500 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4514868,2023-02-21
533,Tester SW (Automatizované testovanie),"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,820 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4514771,2023-02-21
534,Oracle WebLogic Administrátor/Administrátorka,"Mlynské nivy, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Všeobecná úverová banka, a.s., Intesa Sanpaolo",2 100 EUR/mesiac,/praca/vseobecna-uverova-banka-intesa-sanpaolo/O4514749,2023-02-21
535,Fullstack developer - student position,"Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,2 400 EUR/mesiac,/praca/siemens-slovensko/O4514671,2023-02-21
536,C# developer - student position,"Žilina Region, Slovakia, Žilina region (Job with occasional home office)",Siemens Slovensko,5 EUR/hod.,/praca/siemens-slovensko/O4514670,2023-02-21
537,JAVA Developer - Junior,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Union,5 EUR/hod.,/praca/union/O4514624,2023-02-21
538,Javascript Developer,"Brno, Česko (Pozice umožňuje občasnou práci z domu)","Advantage Consulting, s.r.o.",1 700 EUR/mesiac,/praca/advantage-consulting/O4514573,2023-02-21
539,Project manager - data designer team ,Remote work,localhost s.r.o.,,/praca/localhost/O4514531,2023-02-21
540,Hľadáme SAP key user/developer,Stará Turá,BizLink Industry Slovakia spol. s r. o.,2 400 EUR/mesiac,/praca/bizlink-industry-slovakia/O4496747,2023-02-21
541,Java UI Developer (Wicket) of an open source product,Remote work,Evolveum s. r. o.,2 000 EUR/mesiac,/praca/evolveum/O4505597,2023-02-21
542,Cloud Engineer (m/w/d) AWS,Práca z domu,Raiffeisen Informatik SK s.r.o.,2 500 EUR/mesiac,/praca/raiffeisen-informatik-sk/O4160435,2023-02-21
543,Tvoriť aplikácie bez programovania – to je umenie!,"Prievozská 14, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","DIMANO, a. s.",,/praca/dimano/O2970789,2023-02-21
544,Software Developer in Air Traffic Management ,Remote work,FREQUENTIS Solutions & Services s. r. o.,1 800 EUR/mesiac,/praca/frequentis-solutions-services/O4417008,2023-02-21
545,Software Architect .NET/SQL Server,Bratislava,PŘEDVÝBĚR.CZ s.r.o.,3 000 EUR/mesiac,/praca/predvyber-cz/O4469629,2023-02-21
546,Data Engineer (Stochastic Analytics),"Bottova, Bratislava, Slovakia (Job with occasional home office)",Synpulse Slovakia s.r.o.,2 800 EUR/mesiac,/praca/synpulse-slovakia/O4306178,2023-02-21
547,Experienced Vue.JS developer,Bratislava,Siemens Slovensko,2 500 EUR/mesiac,/praca/siemens-slovensko/O4496488,2023-02-21
548,C# developer,Žilina,Siemens Slovensko,2 500 EUR/mesiac,/praca/siemens-slovensko/O4466408,2023-02-21
549,C# CI/CD junior developer,Košice,Siemens Slovensko,2 200 EUR/mesiac,/praca/siemens-slovensko/O4387644,2023-02-21
550,SW Developer Student with Linux focus,Bratislava,Siemens Slovensko,1 600 EUR/mesiac,/praca/siemens-slovensko/O4298284,2023-02-21
551,"GDC IT Application/Service Manager for LIMS system - US Timezone (Glasgow, Delaware)","Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,5 EUR/hod.,/praca/siemens-slovensko/O4277115,2023-02-21
552,SharePoint / Power Platform Developer,Remote work,IBM,2 000 EUR/mesiac,/praca/ibm/O4230693,2023-02-21
553,Web/Mobile Developer for Smart Building Applications (Angular),"Lamačská cesta, 841 01 Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,2 300 - 4 000 EUR/mesiac,/praca/siemens-slovensko/O3943129,2023-02-21
554,Špecialista testovacích zariadení,"Bratislavská, Trenčín-Zlatovce",HELLA,2 000 EUR/mesiac,/praca/hella/O4038075,2023-02-21
555,Junior SW Developer (PublicHealth),"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",1 485 EUR/mesiac,/praca/asseco-central-europe/O4514072,2023-02-21
