ID,Main,Location,Corporation,Salary,Href,Date
16,.NET developer pre nemecký projekt,Práca z domu,CODERAMA s. r. o.,3 000 - 5 500 EUR/mesiac,/praca/coderama/O4496762,2023-04-17
17,Web developer,"Apollo Business Centre, Prievozská, Ružinov",Dataconcept s.r.o.,2 000 EUR/mesiac,/praca/dataconcept/O4189468,2023-04-17
18,Junior/Mid PHP developer pre Post Affiliate Pro,"Vajnorská 100, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Quality Unit, s. r. o.",1 600 EUR/mesiac,/praca/quality-unit/O4559148,2023-04-17
19,AI Data Engineer / Creator,"Tomášikova 12735, 831 03 Bratislava, Slovakia (Job with occasional home office)","Innovatrics, s.r.o.",2 500 EUR/mesiac,/praca/innovatrics/O4522488,2023-04-17
20,"Java/Kotlin Developer (remote, Bratislava/ Košice)",Práca z domu,"ARTIN Solutions, s.r.o.",1 800 EUR/mesiac,/praca/artin-solutions/O4525862,2023-04-17
21,Business Analyst (Bratislava or 90% remote),"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","ARTIN Solutions, s.r.o.",2 200 EUR/mesiac,/praca/artin-solutions/O4516557,2023-04-17
22,ABAP developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Unlimit Recruitment, s.r.o.",2 200 - 3 000 EUR/mesiac,/praca/unlimit-recruitment/O4558707,2023-04-17
23,Backend programátor,"Univerzitná 8661/6a, Žilina","Asseco CEIT, a.s.",2 000 - 4 000 EUR/mesiac,/praca/asseco-ceit/O4528383,2023-04-17
24,Internship - Application Engineer,"Marianka, Slovensko (Pozícia umožňuje občasnú prácu z domu)",XIMEA s.r.o.,8 EUR/hod.,/praca/ximea/O4317691,2023-04-17
25,Front-End Development Team Lead,"Bratislava, Slovakia (Job with occasional home office)",Frinx s.r.o.,2 500 - 4 000 EUR/mesiac,/praca/frinx/O4538229,2023-04-17
26,Elektrokonštruktér (Vývoj a výroba elektronických testovacích zariadení) ,"Bytča, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,1 700 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4539689,2023-04-17
27,ABAP Developer,"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,2 900 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4559475,2023-04-17
28,PHP developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Unlimit Recruitment, s.r.o.",2 000 - 3 000 EUR/mesiac,/praca/unlimit-recruitment/O4538381,2023-04-17
29,C/C++ Developer ,"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,2 600 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4559474,2023-04-17
30,ABAP Developer,Remote work,"Unlimit Recruitment, s.r.o.",3 000 - 5 000 EUR/mesiac,/praca/unlimit-recruitment/O4309850,2023-04-17
31,PHP programátor/ka,"Kutlíkova, Petržalka, Slovensko, Bratislava (Pozícia umožňuje občasnú prácu z domu)",Mestská časť Bratislava-Petržalka,1 600 EUR/mesiac,/praca/mestska-cast-bratislava-petrzalka/O4537925,2023-04-17
32,JAVA Programátor,"Poštová, Žilina-Vlčince, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Descartes Systems (Slovakia) s.r.o.,2 100 EUR/mesiac,/praca/descartes-systems-slovakia/O4559431,2023-04-17
33,Java Developer,"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",dataquest s.r.o.,1 600 - 3 500 EUR/mesiac,/praca/dataquest/O4559224,2023-04-17
34,Senior Software Developer for Software Defined Network Controller,Remote work,FREQUENTIS Solutions & Services s. r. o.,2 900 EUR/mesiac,/praca/frequentis-solutions-services/O4242331,2023-04-17
35,Pozitívne nabitý Senior Java Developer ,Práca z domu,CODERAMA s. r. o.,3 000 - 6 000 EUR/mesiac,/praca/coderama/O4469805,2023-04-17
36,.NET developer pre nemecký projekt,Práca z domu,CODERAMA s. r. o.,3 000 - 5 500 EUR/mesiac,/praca/coderama/O4496762,2023-04-17
37,Web developer,"Apollo Business Centre, Prievozská, Ružinov",Dataconcept s.r.o.,2 000 EUR/mesiac,/praca/dataconcept/O4189468,2023-04-17
38,Junior/Mid PHP developer pre Post Affiliate Pro,"Vajnorská 100, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Quality Unit, s. r. o.",1 600 EUR/mesiac,/praca/quality-unit/O4559148,2023-04-17
39,AI Data Engineer / Creator,"Tomášikova 12735, 831 03 Bratislava, Slovakia (Job with occasional home office)","Innovatrics, s.r.o.",2 500 EUR/mesiac,/praca/innovatrics/O4522488,2023-04-17
40,Medior/Senior .NET developer,"Kutlíkova, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Steinringer WEB and IT solutions, s.r.o.",2 900 EUR/mesiac,/praca/steinringer-web-and-it-solutions/O2827337,2023-04-17
41,Senior Java Developer with Team Lead Potential,"Košice, Slovakia (Job with occasional home office)",Scheidt & Bachmann Slovensko s.r.o.,3 500 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4558988,2023-04-17
42,Senior Java Developer with Team Lead Potential,"Bratislava, Slovakia (Job with occasional home office)",Scheidt & Bachmann Slovensko s.r.o.,4 200 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4558909,2023-04-17
43,Cloud Engineer (m/w/d) AWS,Práca z domu,Raiffeisen Informatik SK s.r.o.,2 500 EUR/mesiac,/praca/raiffeisen-informatik-sk/O4160435,2023-04-17
44,Senior .NET Developer,"Plynárenská, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Millennium, spol. s r. o.",2 700 EUR/mesiac,/praca/millennium/O3936669,2023-04-17
45,SharePoint/ PowerPlatform Konzultant,"Plynárenská, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Millennium, spol. s r. o.",2 500 EUR/mesiac,/praca/millennium/O3577442,2023-04-17
46,Systémový administrátor - špecialista na Docker,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",2 100 EUR/mesiac,/praca/asseco-central-europe/O4558809,2023-04-17
47,Java + React Developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",STENGL a.s.,"30 - 33,5 EUR/hod.",/praca/stengl/O4558794,2023-04-17
48,Lektor programovania pre deti - online forma,Práca z domu,Algorithmics s. r. o.,"6,75 - 22,5 EUR/hod.",/praca/algorithmics/O4146644,2023-04-17
49,.NET/C# Developer,Práca z domu,develogics k. s.,2 000 EUR/mesiac,/praca/develogics-k-s/O4387148,2023-04-17
50,Senior iOS Developer ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",STENGL a.s.,"30 - 32,5 EUR/hod.",/praca/stengl/O4558783,2023-04-17
51,C++/C# developer for embedded systems,Nitra,Muehlbauer Technologies s.r.o.,2 000 EUR/mesiac,/praca/muehlbauer-technologies/O4517010,2023-04-17
52,Vision Application Engineer,Nitra,Muehlbauer Technologies s.r.o.,1 500 EUR/mesiac,/praca/muehlbauer-technologies/O4197051,2023-04-17
53,C# SW Developer ,Nitra,Muehlbauer Technologies s.r.o.,2 000 EUR/mesiac,/praca/muehlbauer-technologies/O3980655,2023-04-17
54,Machine Software Engineer C++ ,Abroad - Others (The job requires travelling),Muehlbauer Technologies s.r.o.,2 000 - 2 500 EUR/mesiac,/praca/muehlbauer-technologies/O4481456,2023-04-17
55,Java software developer  - oddelenie Software Solutions,Nitra,Muehlbauer Technologies s.r.o.,1 800 EUR/mesiac,/praca/muehlbauer-technologies/O4517008,2023-04-17
56,Frontend vývojár,"Povodská cesta, Dunajská Streda","METRANS /Danubia/, a.s.",2 150 EUR/mesiac,/praca/metrans-danubia/O4127757,2023-04-17
57,AWS/Terraform/Kubernetes Engineer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,3 000 EUR/mesiac,/praca/pro-hr/O4261831,2023-04-17
58,C++ Developer (ABIS product),"Lakeside Park 02, Tomášikova, Nové Mesto, Slovakia, Bratislava (Job with occasional home office)","Innovatrics, s.r.o.",2 500 EUR/mesiac,/praca/innovatrics/O4517589,2023-04-17
59,Android Developer,"Palisády, Bratislava",Touch4IT s.r.o.,1 000 EUR/mesiac,/praca/touch4it/O4558747,2023-04-17
60,Senior C/C++ Application Developer -  (Transaction Authorization - Base24) ,"Bratislava, Slovakia (Job with occasional home office)","SIA Central Europe, a.s.",2 400 EUR/mesiac,/praca/sia-central-europe/O4507265,2023-04-17
61,"F# Developer | Skvelá komunita, veľa zábavy, vedomostí a zaujímavých projektov","Obchodná 2, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","CN Group CZ a.s., organizačná zložka SK",2 500 EUR/mesiac,/praca/cn-group-cz-organizacna-zlozka-sk/O4520005,2023-04-17
62,C++ Junior Software Engineer for Michalovce,Michalovce,"BSH Drives and Pumps s.r.o., člen skupiny BOSCH",1 300 EUR/mesiac,/praca/bsh-drives-and-pumps-clen-skupiny-bosch/O4209598,2023-04-17
63,C++ Junior Software Engineer for Košice,Košice,"BSH Drives and Pumps s.r.o., člen skupiny BOSCH",1 300 EUR/mesiac,/praca/bsh-drives-and-pumps-clen-skupiny-bosch/O4209593,2023-04-17
64,Data Engineer (Stochastic Analytics),"Bottova, Bratislava, Slovakia (Job with occasional home office)",Synpulse Slovakia s.r.o.,2 500 EUR/mesiac,/praca/synpulse-slovakia/O4306178,2023-04-17
65,Programátor - špecialista informatik ,Bratislava,"Národná diaľničná spoločnosť, a.s.",1 887 EUR/mesiac,/praca/narodna-dialnicna-spolocnost/O4499565,2023-04-17
66,Data Engineer (Data Tower),"Bottova, Bratislava, Slovakia (Job with occasional home office)",Synpulse Slovakia s.r.o.,2 300 EUR/mesiac,/praca/synpulse-slovakia/O4519239,2023-04-17
67,SAP HCM Developer with WD4A skill,Remote work,DXC Technology,2 100 EUR/mesiac,/praca/dxc-technology/O4490118,2023-04-17
68,Android Developer/Developerka ,"Karadžičova, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Billdu LTD,3 500 - 4 500 EUR/mesiac,/praca/billdu-ltd/O4510287,2023-04-17
69,Experienced software engineer (.NET),Remote work,"NESS KE, s.r.o.",2 100 EUR/mesiac,/praca/ness-ke/O4520450,2023-04-17
70,Junior Application Developer (part time job for students) (REF530M),"Košice, Slovakia (Job with occasional home office)",Deutsche Telekom IT Solutions Slovakia,"4,5 EUR/hod.",/praca/deutsche-telekom-it-solutions-slovakia/O4523806,2023-04-17
71,Experienced Java Developer,Práca z domu,"UNIQA Group Service Center Slovakia, spol. s r.o.",2 300 EUR/mesiac,/praca/uniqa-group-service-center-slovakia/O4444777,2023-04-17
72,JAVA Developer (Remote),Práca z domu,"ACEQES, s.r.o.",10 - 35 EUR/hod.,/praca/aceqes/O4457146,2023-04-17
73,JavaScript Developer - Frontend / Fullstack (Remote),Práca z domu,"ACEQES, s.r.o.",10 - 35 EUR/hod.,/praca/aceqes/O4386879,2023-04-17
74,Junior C++ Developer ETCS OBU,Žilina,Siemens Slovensko,1 700 EUR/mesiac,/praca/siemens-slovensko/O4266155,2023-04-17
75,Experienced Azure Data Engineer ,"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",2 800 EUR/mesiac,/praca/accenture/O4053707,2023-04-17
76,Senior Embedded C++ Software developer,"Lamačská cesta, 841 01 Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,2 500 EUR/mesiac,/praca/siemens-slovensko/O4050094,2023-04-17
77,Experienced ServiceNow Consultant / Developer (permanent home office possible),"Košice, Slovakia (Job with occasional home office)","Accenture, s.r.o.",2 800 - 4 300 EUR/mesiac,/praca/accenture/O3859622,2023-04-17
78,Medior Frontend Developer,Práca z domu,Onlima s. r. o.,2 500 - 2 800 EUR/mesiac,/praca/onlima/O4558459,2023-04-17
79,"Programátor priemyselných robotov, PLC alebo SCADA",Prešovský kraj,"Manuvia, a. s.",1 400 EUR/mesiac,/praca/manuvia/O4558417,2023-04-17
80,IT brigádnik/brigádnička,Bratislava,"Tatra banka, a.s.",6 EUR/mesiac,/praca/tatra-banka/O4558267,2023-04-17
81,.Net / C# Developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",UNIQA,2 700 EUR/mesiac,/praca/uniqa/O4527964,2023-04-17
82,"Programátor Java (Banking, Health, Insurance, Public)","Bratislavský kraj, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",2 500 EUR/mesiac,/praca/asseco-central-europe/O4558215,2023-04-17
83,Programátor - medior/senior,Práca z domu,AMCEF s.r.o.,2 000 - 4 000 EUR/mesiac,/praca/amcef/O4390535,2023-04-17
84,Student Competition Takeda Digital Accelerators,Bratislava,Takeda,6 EUR/hod.,/praca/takeda/O4558168,2023-04-17
85,Programátor ,"Einsteinova 25, Petržalka","Privatbanka, a.s.",2 400 EUR/mesiac,/praca/privatbanka/O4558133,2023-04-17
86,IT špecialista - PART-TIME pre študentov 3 a 4.ročníka IT zamerania,Bratislava,"Manuvia, a. s.",800 EUR/mesiac,/praca/manuvia/O4558131,2023-04-17
87,CNC Programátor,"Priemyselná 993, 966 01 Hliník nad Hronom","KOVIN, s.r.o.",1 200 - 1 800 EUR/mesiac,/praca/kovin/O3193899,2023-04-17
88,Senior IT Application Developer PL/SQL,"Bratislava, Slovakia (Job with occasional home office)","SIA Central Europe, a.s.",2 500 EUR/mesiac,/praca/sia-central-europe/O4507831,2023-04-17
89,Advanced / Senior Software Developer – JAVA / JAVA EE,"Bratislava, Slovakia (Job with occasional home office)",Scheidt & Bachmann Slovensko s.r.o.,3 600 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4558004,2023-04-17
90,Python developer | Industrial Wireless Automation,"Obchodná 2, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","CN Group CZ a.s., organizačná zložka SK",2 700 EUR/mesiac,/praca/cn-group-cz-organizacna-zlozka-sk/O4557957,2023-04-17
91,SQL/ Hadoop Engineer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,2 700 EUR/mesiac,/praca/pro-hr/O4557826,2023-04-17
92,Data Engineer (vývoj BI & DWH),Práca z domu,Pro HR,2 800 EUR/mesiac,/praca/pro-hr/O4557823,2023-04-17
93,Mobile QA Engineer for George (all genders),"Košice, Slovakia (Job with occasional home office)",Erste Digital,2 000 EUR/mesiac,/praca/erste-digital/O4557445,2023-04-17
94,Trainee Backend Developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",SOFTEC,6 EUR/hod.,/praca/softec/O4557736,2023-04-17
95,Java Developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",SOFTEC,2 000 EUR/mesiac,/praca/softec/O4557733,2023-04-17
96,Programátor/elektrotechnik pre PLC systémy,"Vlčie hrdlo, Ružinov","SLOVNAFT, a.s.",2 400 EUR/mesiac,/praca/slovnaft/O4557704,2023-04-17
97,Analytik - programátor,"OVB Allfinanz Slovensko a.s., Kukuričná, Bratislava 3, Slovensko (Pozícia umožňuje občasnú prácu z domu)",OVB Allfinanz Slovensko a. s.,2 050 EUR/mesiac,/praca/ovb-allfinanz-slovensko/O4442081,2023-04-17
98,Senior SAP ABAP/Fiori/ Developer,Remote work,Fpt Slovakia s.r.o.,2 500 EUR/mesiac,/praca/fpt-slovakia/O4557664,2023-04-17
99,IOS Developer / Živnosť / Hybrid / Remote / BA,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",SEITEQ s.r.o.,35 EUR/hod.,/praca/seiteq/O4557569,2023-04-17
100,C++ Senior Software Engineer for Košice,Košice,"BSH Drives and Pumps s.r.o., člen skupiny BOSCH",2 000 EUR/mesiac,/praca/bsh-drives-and-pumps-clen-skupiny-bosch/O4209576,2023-04-17
101, .NET / C# / Programátor / Tpp / Remote / Hybrid / BA,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",SEITEQ s.r.o.,2 300 - 2 700 EUR/mesiac,/praca/seiteq/O3326658,2023-04-17
102,Front-end Developer - Team Lead,"Karadžičova, Bratislava",PwC,2 700 EUR/mesiac,/praca/pwc/O4374420,2023-04-17
103,Junior Fullstack Web Developer,"Eurovea, Pribinova, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","WORLD BUSINESS PRESS online, a.s.",2 000 EUR/mesiac,/praca/world-business-press-online/O4557411,2023-04-17
104,Junior Android Developer (FinTech),"Eurovea, Pribinova, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","WORLD BUSINESS PRESS online, a.s.",1 500 - 3 000 EUR/mesiac,/praca/world-business-press-online/O4557410,2023-04-17
105,Junior IT Risk & Cyber Security audítor - Bratislava,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",EY – Ernst & Young,1 500 EUR/mesiac,/praca/ey-ernst-young/O4321410,2023-04-17
106,Reliability Equipment Software Design Engineer / Inžinier pre vývoj softvéru testovacích zariadení (R&D),Košice,Minebea Slovakia s.r.o.,1 300 - 2 200 EUR/mesiac,/praca/minebea-slovakia/O4557381,2023-04-17
107,Software Engineer ,Remote work,"GoHealth, s. r. o.",2 600 - 5 000 EUR/mesiac,/praca/gohealth/O3964543,2023-04-17
108,SQL developer ,Prešov,"Fio banka, a. s., pobočka zahraničnej banky",2 000 - 3 000 EUR/mesiac,/praca/fio-banka-pobocka-zahranicnej-banky/O4557367,2023-04-17
109,JIRA Developer,"Bottova, Bratislava, Slovakia (Job with occasional home office)",Synpulse Slovakia s.r.o.,2 200 EUR/mesiac,/praca/synpulse-slovakia/O4457390,2023-04-17
110,Supervízor PLC,Trenčiansky kraj,Lugera & Maklér spol.s r.o.,1 800 EUR/mesiac,/praca/lugera-makler/O4557316,2023-04-17
111,Python Developer in data science team,"U. S. Steel Košice, s.r.o., Šaca, Slovakia (Job with occasional home office)","U. S. Steel Košice, s.r.o.",2 000 EUR/mesiac,/praca/u-s-steel-kosice/O4521765,2023-04-17
112,C/C++ Developer ,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,2 600 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4522662,2023-04-17
113,Embedded C Software Developer Junior,"Brose Prievidza, spol. s r.o., Prievidza, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Brose Prievidza, spol. s r.o.",1 650 EUR/mesiac,/praca/brose-prievidza/O4396661,2023-04-17
114,Medior Java Developer,Remote work,"Accenture, s.r.o.",2 000 - 3 000 EUR/mesiac,/praca/accenture/O4072671,2023-04-17
115,Senior SAP Consultant,"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",2 800 - 4 300 EUR/mesiac,/praca/accenture/O4159840,2023-04-17
116,Mid/Senior Frontend Developer (VUE),"Binarium, Staré Grunty, Karlova Ves, Slovensko, Bratislava (Pozícia umožňuje občasnú prácu z domu)",Simplaq s.r.o,2 500 - 4 000 EUR/mesiac,/praca/simplaq/O4493276,2023-04-17
117,R199112 Business Intelligence Internship - opportunity for students ,Remote work,Dell,"6,6 EUR/hod.",/praca/dell/O4513244,2023-04-17
118,.NET Developer,"Sygic, Mlynské nivy, Bratislava, Slovakia (Job with occasional home office)","Sygic, a. s.",2 000 EUR/mesiac,/praca/sygic/O4557213,2023-04-17
119,Testovanie zariadení pre automotive,Trenčín,Lugera & Maklér spol.s r.o.,1 600 EUR/mesiac,/praca/lugera-makler/O4557184,2023-04-17
120,AI engineer,Bratislava,Cognexa,2 300 EUR/mesiac,/praca/cognexa/O4441103,2023-04-17
121,RPA Developer,"Trnava, Slovakia (Job with occasional home office)",GoodCall Slovakia s.r.o,2 500 - 3 800 EUR/mesiac,/praca/goodcall-slovakia/O4557103,2023-04-17
122,IT Špecialista,Bratislava,"IAD Investments, správ. spol., a.s.",1 500 EUR/mesiac,/praca/iad-investments-sprav-spol/O4556990,2023-04-17
123,Senior Java Developer ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",PwC,2 600 EUR/mesiac,/praca/pwc/O4414402,2023-04-17
124,C/C++ Developer in Defense,Remote work,FREQUENTIS Solutions & Services s. r. o.,2 500 EUR/mesiac,/praca/frequentis-solutions-services/O4556852,2023-04-17
125,Java/Kotlin developer,Práca z domu,CODERAMA s. r. o.,3 500 - 5 000 EUR/mesiac,/praca/coderama/O4556935,2023-04-17
126,Flutter developer,Práca z domu,CODERAMA s. r. o.,3 500 - 5 000 EUR/mesiac,/praca/coderama/O4556925,2023-04-17
127,CNC Programátor,Tornaľa,"LVD S3, a.s.",1 200 EUR/mesiac,/praca/lvd-s3/O4066792,2023-04-17
128,Web developer,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","elabs, s.r.o.",Zabezpečené,/praca/elabs/O1662853,2023-04-17
129,Lead Data Scientist,"Bratislava, Slovakia (Job with occasional home office)",Takeda,2 000 EUR/mesiac,/praca/takeda/O4556863,2023-04-17
130,Software Engineer Frontend Junior (React),"Bratislava, Slovakia (Job with occasional home office)",ableneo Slovensko s.r.o.,4 200 EUR/mesiac,/praca/ableneo-slovensko/O4556843,2023-04-17
131,Java Backend developer,"Košice, Slovakia (Job with occasional home office)","GoodWill Recruitment, s.r.o.",1 500 EUR/mesiac,/praca/goodwill-recruitment/O4489313,2023-04-17
132,Software Engineer C# .NET for desktop apps,"Košice, Slovakia (Job with occasional home office)","GoodWill Recruitment, s.r.o.",2 500 - 3 700 EUR/mesiac,/praca/goodwill-recruitment/O4489325,2023-04-17
133,C++ Software Engineer,"Košice, Slovakia (Job with occasional home office)","GoodWill Recruitment, s.r.o.",1 700 - 3 500 EUR/mesiac,/praca/goodwill-recruitment/O4489294,2023-04-17
134,SAP Consultant - rôzne moduly (HR/SD/MM/Proc/PP/FICO),Práca z domu,"gd - Team, a.s.",2 800 - 3 600 EUR/mesiac,/praca/gd-team/O4554951,2023-04-17
135,IT Technik / IT Support Specialist,Vráble,"Manuvia, a. s.",3 500 EUR/mesiac,/praca/manuvia/O4556764,2023-04-17
136,Front end developer - junior/medior,"Bottova 2a, Bratislava, Slovakia (Job with occasional home office)",Solargis s. r. o.,1 400 EUR/mesiac,/praca/solargis/O4556735,2023-04-17
137,Senior Java Developer,Remote work,GlobalLogic Slovakia s.r.o.,2 200 EUR/mesiac,/praca/globallogic-slovakia/O4556697,2023-04-17
138,Senior Backend Developer ,"Digital Park, Einsteinova, Petržalka, Slovensko, Bratislava (Pozícia umožňuje občasnú prácu z domu)","POWERPLAY MANAGER, s.r.o.",2 800 EUR/mesiac,/praca/powerplay-manager/O4556662,2023-04-17
139,Python Developer,Žilina,FUERGY Industries j. s. a.,3 000 EUR/mesiac,/praca/fuergy-industries-j/O4508089,2023-04-17
140,FrontEnd Developer,Žilina,FUERGY Industries j. s. a.,1 800 EUR/mesiac,/praca/fuergy-industries-j/O4508073,2023-04-17
141,Junior MS Dynamics CRM Developer ,Bratislava,"Unlimit Recruitment, s.r.o.",1 800 EUR/mesiac,/praca/unlimit-recruitment/O4533893,2023-04-17
142,C# Developer – Junior (pozícia vhodná aj pre absolventa),"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,3 000 - 3 800 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4510453,2023-04-17
143,Senior Java Engineer,Remote work,GlobalLogic Slovakia s.r.o.,1 600 EUR/mesiac,/praca/globallogic-slovakia/O4556589,2023-04-17
144,Junior SW Developer,Bratislavský kraj,"Asseco Central Europe, a. s.",2 800 EUR/mesiac,/praca/asseco-central-europe/O4556553,2023-04-17
145,PHP Senior,Práca z domu,TSS Group a. s.,1 500 EUR/mesiac,/praca/tss-group/O4512524,2023-04-17
146,Programátor robotov,Trnava,Lugera & Maklér spol.s r.o.,12 EUR/hod.,/praca/lugera-makler/O4556495,2023-04-17
147,Medior Java Developer,"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,2 300 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4453635,2023-04-17
148,Data Warehouse Developer,Remote work,Deutsche Telekom IT Solutions Slovakia,Zabezpečené,/praca/deutsche-telekom-it-solutions-slovakia/O4521591,2023-04-17
