ID,Main,Location,Corporation,Salary,Href,Date
24,CRM Developer (Microsoft Dynamics),"Bratislava, Slovak Republic (Job with occasional home office)",S&you by SYNERGIE,None,/praca/s-you-by-synergie/O4543130,2023-03-21
25,.NET Developer,Práca z domu,Kodiva s. r. o.,2 000 - 3 500 EUR/mesiac,/praca/kodiva/O4543119,2023-03-21
26,Angular Developer,Práca z domu,Kodiva s. r. o.,2 800 - 4 300 EUR/mesiac,/praca/kodiva/O4543118,2023-03-21
27,JavaScript programátor,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",BOOTIQ SK s.r.o.,2 800 - 4 300 EUR/mesiac,/praca/bootiq-sk/O4109036,2023-03-21
28,Frontend Developer  (E-commerce),"Ľudovíta Stárka 2870, Trenčín-Zlatovce, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Factcool - FC ecom, s.r.o.",2 800 - 4 300 EUR/mesiac,/praca/factcool-fc-ecom/O4543072,2023-03-21
29,Python Developer for Telematics,"Sygic, Mlynské nivy, Bratislava, Slovensko (Job with occasional home office)","Sygic, a. s.",1 800 EUR/mesiac,/praca/sygic/O4154737,2023-03-21
30,"Senior IT Inžinier/ka (PL/SQL, interné predajné aplikácie)",Bratislava,"Orange Slovensko, a.s.",2 800 - 4 300 EUR/mesiac,/praca/orange-slovensko/O4542941,2023-03-21
31,"IT Inžinier/ka (PL/SQL, interné predajné aplikácie)",Bratislava,"Orange Slovensko, a.s.",2 300 EUR/mesiac,/praca/orange-slovensko/O4542940,2023-03-21
32,"InterNET, Claude MoNET, Microsoft .NET","Prievozská 14, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","DIMANO, a. s.",2 400 EUR/mesiac,/praca/dimano/O3292094,2023-03-21
33,C#/.NET Programátor Medior/Senior,"Elektrárenská, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Datapac s.r.o.,1 100 - 2 000 EUR/mesiac,/praca/datapac/O4542916,2023-03-21
34,Python/DevOps TechLead,Práca z domu,Pro HR,1 500 - 3 000 EUR/mesiac,/praca/pro-hr/O3989481,2023-03-21
35,Senior Full Stack Developer,"Bratislava region, Slovak Republic","SOITRON, s.r.o.",2 500 - 4 000 EUR/mesiac,/praca/soitron/O4542810,2023-03-21
36,DevOps Developer (Kubernetes),"Bratislava region, Slovak Republic","SOITRON, s.r.o.",1 800 EUR/mesiac,/praca/soitron/O4542807,2023-03-21
37,Frontend Developer,"Bánovská cesta, Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)","EMTEST, a. s.",None,/praca/emtest/O4542789,2023-03-21
38,Hľadáme PHP Programátora,Práca z domu,Art4web (digital studio),5 EUR/hod.,/praca/art4web-digital-studio/O4542696,2023-03-21
39,Programátor  C++ ,"Bánovská cesta, Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)","EMTEST, a. s.",5 EUR/hod.,/praca/emtest/O4456459,2023-03-21
40,SAP ABAP Developer pre BOOTIQ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",BOOTIQ SK s.r.o.,2 800 - 4 300 EUR/mesiac,/praca/bootiq-sk/O4063762,2023-03-21
41,"Skúsený SAP ERP Consultant (Developer) - rôzne moduly (IS-U, CRM, FI, SD, MM, PP...)",Práca z domu,"gd - Team, a.s.",1 800 - 2 600 EUR/mesiac,/praca/gd-team/O4542663,2023-03-21
42,Machine Learning Expert,Práca z domu,Garwan Consulting s. r. o.,2 000 EUR/mesiac,/praca/garwan-consulting/O4542662,2023-03-21
43,SAP ABAP programátor /remote,Práca z domu,"gd - Team, a.s.",2 000 EUR/mesiac,/praca/gd-team/O4542189,2023-03-21
44,Full-Stack Developer,Práca z domu,Garwan Consulting s. r. o.,2 800 - 4 300 EUR/mesiac,/praca/garwan-consulting/O4542659,2023-03-21
45,C Trainee (Linux/Networking),Žilina,GlobalLogic Slovakia s.r.o.,2 900 - 4 500 EUR/mesiac,/praca/globallogic-slovakia/O4542610,2023-03-21
46,Webdeveloper pre Bistro.sk (ZA/BA),"Poštová, Žilina-Vlčince, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Bistro.sk a. s.,2 800 - 4 300 EUR/mesiac,/praca/bistro-sk/O4488409,2023-03-21
47,Java Development Engineer,"EcoPoint Office Center, Magnezitárska, Košice, Slovakia (Job with occasional home office)",Deep Pool Technology Slovakia s. r. o.,1 800 EUR/mesiac,/praca/deep-pool-technology-slovakia/O4187510,2023-03-21
48,Java Developer ,"Sygic, Mlynské nivy, Bratislava, Slovensko (Job with occasional home office)","Sygic, a. s.",1 600 - 2 500 EUR/mesiac,/praca/sygic/O4523739,2023-03-21
49,SW Developer ,"Bratislava, Slovakia (Job with occasional home office)",Pro HR,2 000 EUR/mesiac,/praca/pro-hr/O4334195,2023-03-21
50,Naštartujte svoju kariéru v IT už dnes - príležitosť pre študentov/-ky  IT v Košiciach,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)","DÔVERA zdravotná poisťovňa, a. s.",2 500 EUR/mesiac,/praca/dovera-zdravotna-poistovna/O4541994,2023-03-21
51,Frontend Developer ,Práca z domu,"DGT factory, a. s.",5 000 EUR/mesiac,/praca/dgt-factory/O4139749,2023-03-21
52,Software Engineer ,Remote work,"GoHealth, s. r. o.",1 800 EUR/mesiac,/praca/gohealth/O3964543,2023-03-21
53,Web Developer - Medior/Senior,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Slovensko IT, a. s.",2 800 - 4 300 EUR/mesiac,/praca/slovensko-it/O4260385,2023-03-21
54,Fullstack SharePoint/Azure Developer,"Moldavská cesta, Košice, Slovakia (Job with occasional home office)",IT-Impulse s. r. o.,2 300 EUR/mesiac,/praca/it-impulse/O3612299,2023-03-21
55,SAP ABAP / Fiori Developer ,"Bratislava II, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","SYNCHRONIX, a.s.",2 400 EUR/mesiac,/praca/synchronix/O4114053,2023-03-21
56,SAP konzultant,"Nitra, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Foxconn Slovakia, spol. s r.o.",3 200 EUR/mesiac,/praca/foxconn-slovakia/O4542489,2023-03-21
57,System Integrator & Coordinator,Nitra,Muehlbauer Technologies s.r.o.,2 800 EUR/mesiac,/praca/muehlbauer-technologies/O4486359,2023-03-21
58,C++ Developer (Medior/Senior),Nitra,Muehlbauer Technologies s.r.o.,3 200 EUR/mesiac,/praca/muehlbauer-technologies/O4249390,2023-03-21
59,DevOps for Biometric Devices,Nitra,Muehlbauer Technologies s.r.o.,1 800 EUR/mesiac,/praca/muehlbauer-technologies/O4503558,2023-03-21
60,Java Software Engineer,"Pradiareň 1900, Svätoplukova, Ružinov, Slovakia, Bratislava (Job with occasional home office)",Multitude IT Labs (as part of Multitude Group),2 000 - 4 500 EUR/mesiac,/praca/multitude-it-labs-as-part-of-multitude-group/O4523693,2023-03-21
61,Senior Java Developer,hybridný model: po zaškolení a dohode s nadriadeným možnosť práce z domu 60% a 40% z pracoviska Twin,"Západoslovenská energetika, a.s.",2 300 EUR/mesiac,/praca/zapadoslovenska-energetika/O4542452,2023-03-21
62,C++ Developer,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,3 500 EUR/mesiac,/praca/certicon-sk/O4477344,2023-03-21
63,C/C++ Developer,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,2 000 EUR/mesiac,/praca/certicon-sk/O4477348,2023-03-21
64,Vývojár C++ na Basic software,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,2 800 - 4 300 EUR/mesiac,/praca/certicon-sk/O4484359,2023-03-21
65,Embedded C vývojár,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,2 000 - 3 000 EUR/mesiac,/praca/certicon-sk/O4518490,2023-03-21
66,SW Developer (Vývoj a výroba elektronických testovacích zariadení),"Bytča, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,2 500 - 4 000 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4473237,2023-03-21
67,Software Integration Engineer ,"Bratislava, Slovakia (Job with occasional home office)",Scheidt & Bachmann Slovensko s.r.o.,1 800 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4456137,2023-03-21
68,Senior Application Developer (Robotics&Artificial intelligence) (REF507X),040 01 Košice,Deutsche Telekom IT Solutions Slovakia,None,/praca/deutsche-telekom-it-solutions-slovakia/O4524336,2023-03-21
69,Senior application developer (Network data Intelligence) (REF506H),040 01 Košice,Deutsche Telekom IT Solutions Slovakia,5 EUR/hod.,/praca/deutsche-telekom-it-solutions-slovakia/O4524332,2023-03-21
70,Senior Front-End Application Developer+ 5000 Eur Sign on bonus (REF463Z),040 01 Košice,Deutsche Telekom IT Solutions Slovakia,5 EUR/hod.,/praca/deutsche-telekom-it-solutions-slovakia/O4524325,2023-03-21
71,Senior Python Developer (permanent home office possible),"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",2 800 - 4 300 EUR/mesiac,/praca/accenture/O4515955,2023-03-21
72,Service Management Analyst,"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",1 800 - 2 600 EUR/mesiac,/praca/accenture/O4502991,2023-03-21
73,C# Developer,"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Siemens Slovensko,2 000 EUR/mesiac,/praca/siemens-slovensko/O4118049,2023-03-21
74,Full stack developer (medior),"Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,2 000 EUR/mesiac,/praca/siemens-slovensko/O4355361,2023-03-21
75,SW developer - student,"Košice, Slovakia (Job with occasional home office)",Siemens Slovensko,2 800 - 4 300 EUR/mesiac,/praca/siemens-slovensko/O4307506,2023-03-21
76,Medior C++ Developer ETCS OBU (Remote),Práca z domu,Siemens Slovensko,2 900 - 4 500 EUR/mesiac,/praca/siemens-slovensko/O4267352,2023-03-21
77,Oracle Cloud Developer,Bratislava,IBM,2 800 - 4 300 EUR/mesiac,/praca/ibm/O4213544,2023-03-21
78,Experienced Fullstack Developer with .NET expertise (permanent home office possible),"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",1 800 EUR/mesiac,/praca/accenture/O4171094,2023-03-21
79,Senior Java Developer (Permanent Home office possible),Remote work,"Accenture, s.r.o.",1 600 - 2 500 EUR/mesiac,/praca/accenture/O3801629,2023-03-21
80,Lead developer/Architect for Embedded C++ Software,"Lamačská cesta, 841 01 Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,2 000 EUR/mesiac,/praca/siemens-slovensko/O4065776,2023-03-21
81,Experienced C#.NET developer for Dynamics 365 platform (permanent home office possible),"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",2 500 EUR/mesiac,/praca/accenture/O4056971,2023-03-21
82,Azure Machine Learning developer ,"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",5 000 EUR/mesiac,/praca/accenture/O3988995,2023-03-21
83,C++ Software Engineer,"Bratislava, Slovakia (Job with occasional home office)","ESET, spol. s r.o.",2 800 EUR/mesiac,/praca/eset/O4508201,2023-03-21
84,Medior/Senior C++ Developer for Linux,"Bratislava, Slovakia (Job with occasional home office)","ESET, spol. s r.o.",2 900 EUR/mesiac,/praca/eset/O4500919,2023-03-21
85,Malware Researcher,"Bratislava, Slovakia (Job with occasional home office)","ESET, spol. s r.o.",2 800 - 4 300 EUR/mesiac,/praca/eset/O4499255,2023-03-21
86,Programátor / Developer / JAVA/ANDROID - Medior/Senior,"Tomášikova 28D, Ružinov",Papaya POS s.r.o.,2 800 - 4 300 EUR/mesiac,/praca/papaya-pos/O4348560,2023-03-21
87,Java Developer (banking sector),Bratislava,Grafton Slovakia s.r.o.,1 800 EUR/mesiac,/praca/grafton-slovakia/O4542305,2023-03-21
88,Java Programátor,Košice,Grafton Slovakia s.r.o.,2 800 - 4 300 EUR/mesiac,/praca/grafton-slovakia/O4542303,2023-03-21
89,C#/.NET Programátor (aj živnosť/s.r.o.+ remote),Bratislava,Grafton Slovakia s.r.o.,2 300 EUR/mesiac,/praca/grafton-slovakia/O4542296,2023-03-21
90,QA Automation Engineer,Košice,Grafton Slovakia s.r.o.,2 400 EUR/mesiac,/praca/grafton-slovakia/O4542295,2023-03-21
91,Dlhodobá brigáda pre študenta VŠ v banke na divízii IT a digitalizácie (odbor IT Vývoj),Žilina,"Prima banka Slovensko, a.s.",3 200 EUR/mesiac,/praca/prima-banka-slovensko/O4542279,2023-03-21
92,IT Authorization Analyst (senior),"Námestie Mateja Korvína 1, Bratislava",RPC,2 800 EUR/mesiac,/praca/rpc/O4542274,2023-03-21
93,Full-stack programátor - Laravel,"Vilová, Petržalka, Slovensko, Bratislava (Pozícia umožňuje občasnú prácu z domu)",SVK media s.r.o.,3 200 EUR/mesiac,/praca/svk-media/O4542195,2023-03-21
94,Frontend Engineer,"Mlynské nivy 5, Ružinov, Slovakia, Bratislava (Job with occasional home office)",BTCS Slovakia s. r. o.,1 800 EUR/mesiac,/praca/btcs-slovakia/O4318068,2023-03-21
95,C#/.NET Software Developer,"Mlynské nivy 5, Ružinov, Slovakia, Bratislava (Job with occasional home office)",BTCS Slovakia s. r. o.,2 000 - 4 500 EUR/mesiac,/praca/btcs-slovakia/O4207016,2023-03-21
96,MS SQL databázový špecialista ,"Kálov 356, Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)","codium, s.r.o.",2 300 EUR/mesiac,/praca/codium/O4542140,2023-03-21
97,IT Analyst (medior-senior),"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,3 500 EUR/mesiac,/praca/pro-hr/O4542122,2023-03-21
98,.NET API Developer,"Bratislava, Slovakia (Job with occasional home office)",Orange Business,2 000 EUR/mesiac,/praca/orange-business/O4542120,2023-03-21
99,Junior JAVA programátor/ka v automotive,Bratislava,"VOLKSWAGEN SLOVAKIA, a.s.",2 800 - 4 300 EUR/mesiac,/praca/volkswagen-slovakia/O4257749,2023-03-21
100,"Test Automation Engineer (JAVA, JavaScript, Python)","Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,2 000 - 3 000 EUR/mesiac,/praca/pro-hr/O4542084,2023-03-21
101,C# .NET Developer,"Miletičova, Bratislava","SYNOT Games, s.r.o.",2 900 - 3 000 EUR/mesiac,/praca/synot-games/O4051599,2023-03-21
102,Senior Frontend / Fullstack Developer for eMobility,Remote work,Fpt Slovakia s.r.o.,2 500 EUR/mesiac,/praca/fpt-slovakia/O4542046,2023-03-21
103,Data Scientist (possibility of shortened work schedule 80% - 100%),"Bratislava, Slovak Republic (Job with occasional home office)","Zurich Insurance Company Ltd, organizačná zložka",None,/praca/zurich-insurance-company-ltd-organizacna-zlozka/O4542033,2023-03-21
104,Full Stack Developer,"Bratislava, Slovak Republic","ADECCO Slovakia, s. r. o.",7 EUR/hod.,/praca/adecco-slovakia/O4541946,2023-03-21
105,Junior/MID PHP programátor – Backend Developer,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)",abc-zoo s.r.o.,1 500 - 2 500 EUR/mesiac,/praca/abc-zoo/O4541828,2023-03-21
106,Hľadáme Java developera s potenciálom stať sa Tímlídrom! ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",PosAm spol. s r.o.,1 500 - 2 500 EUR/mesiac,/praca/posam/O4541798,2023-03-21
107,"Fullstack Developer (C#, .Net, Javascript, Web Stack (HTML5, CSS3))",Bratislavský kraj,"Manuvia, a. s.",3 000 EUR/mesiac,/praca/manuvia/O4541784,2023-03-21
108,Senior Front-End Developer for Smart Buildings,Bratislavský kraj,"Manuvia, a. s.",2 200 EUR/mesiac,/praca/manuvia/O4541783,2023-03-21
109,IT Developer (Angular),Bratislavský kraj,"Manuvia, a. s.",2 400 EUR/mesiac,/praca/manuvia/O4541782,2023-03-21
110,Trainee C++ embedded developer ,"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",GlobalLogic Slovakia s.r.o.,5 EUR/hod.,/praca/globallogic-slovakia/O4541703,2023-03-21
111,Java Developer ,Práca z domu,Unicorn,2 500 - 4 000 EUR/mesiac,/praca/unicorn/O4539256,2023-03-21
112,Java programátor medior - Home Office/Office,Práca z domu,msg life Slovakia s.r.o.,2 200 EUR/mesiac,/praca/msg-life-slovakia/O4007175,2023-03-21
113,Špecialista IT tester - automatizácia - Home Office/Office,Práca z domu,msg life Slovakia s.r.o.,6 EUR/hod.,/praca/msg-life-slovakia/O4126327,2023-03-21
114,Java developer - Home Office/Office,"Hraničná, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",msg life Slovakia s.r.o.,2 000 EUR/mesiac,/praca/msg-life-slovakia/O4344884,2023-03-21
115,Vývojár 2D/3D CAD systémov,Bratislava,Grafton Slovakia s.r.o.,3 500 EUR/mesiac,/praca/grafton-slovakia/O4541547,2023-03-21
116,IT procesný analytik/čka v oblasti CRM dát a kampaní,Bratislava,"Slovenská sporiteľňa, a.s.",3 000 EUR/mesiac,/praca/slovenska-sporitelna/O4541536,2023-03-21
117,Java programátor senior - Home Office/Office,Práca z domu,msg life Slovakia s.r.o.,2 200 - 3 500 EUR/mesiac,/praca/msg-life-slovakia/O4485795,2023-03-21
118,Java programátor MigArchiv - Home Office/Office,Práca z domu,msg life Slovakia s.r.o.,2 300 EUR/mesiac,/praca/msg-life-slovakia/O4502068,2023-03-21
119,C++/C# Programátor Junior (príležitosť pre študentov 5. ročníka),"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",2 000 - 3 500 EUR/mesiac,/praca/asseco-central-europe/O4541448,2023-03-21
120,IT Site Reliability Engineer,Remote work,Pro HR,3 500 EUR/mesiac,/praca/pro-hr/O3955520,2023-03-21
121,FrontEnd Developer ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,2 300 EUR/mesiac,/praca/pro-hr/O3236250,2023-03-21
122,Senior JAVA developer,Práca z domu,CODERAMA s. r. o.,3 000 - 6 000 EUR/mesiac,/praca/coderama/O4520710,2023-03-21
123,IT Architekt,Práca z domu,CODERAMA s. r. o.,None,/praca/coderama/O4525691,2023-03-21
124,Junior Application Developer - Back-End (Part-time job for students) (REF471R),Košice,Deutsche Telekom IT Solutions Slovakia,2 800 - 4 300 EUR/mesiac,/praca/deutsche-telekom-it-solutions-slovakia/O4523820,2023-03-21
125,Junior Application Developer (part time job for students) (REF530M),"Košice, Slovakia (Job with occasional home office)",Deutsche Telekom IT Solutions Slovakia,2 800 - 4 300 EUR/mesiac,/praca/deutsche-telekom-it-solutions-slovakia/O4523806,2023-03-21
126,Senior Qlik developer,Remote work,"Accenture, s.r.o.",2 800 - 4 300 EUR/mesiac,/praca/accenture/O4523718,2023-03-21
127,Experienced Java Developer,Práca z domu,"UNIQA Group Service Center Slovakia, spol. s r.o.",3 000 - 4 000 EUR/mesiac,/praca/uniqa-group-service-center-slovakia/O4444777,2023-03-21
128,Adobe Senior Consultant,"Bratislava, Slovakia (Job with occasional home office)",IBM,2 300 EUR/mesiac,/praca/ibm/O4505949,2023-03-21
129,Adobe Developer,"Bratislava, Slovakia (Job with occasional home office)",IBM,2 600 EUR/mesiac,/praca/ibm/O4505944,2023-03-21
130,Adobe Consultant,"Bratislava, Slovakia (Job with occasional home office)",IBM,2 000 - 3 000 EUR/mesiac,/praca/ibm/O4505936,2023-03-21
131,Start your career with Adobe!,"Bratislava, Slovakia (Job with occasional home office)",IBM,1 300 - 2 000 EUR/mesiac,/praca/ibm/O4505929,2023-03-21
132,Frontend Developer ( Angular ),"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",1 100 EUR/mesiac,/praca/accenture/O4485176,2023-03-21
133,JAVA Developer (Remote),Práca z domu,"ACEQES, s.r.o.",1 800 EUR/mesiac,/praca/aceqes/O4457146,2023-03-21
134,JavaScript Developer - Frontend / Fullstack (Remote),Práca z domu,"ACEQES, s.r.o.",3 500 - 6 500 EUR/mesiac,/praca/aceqes/O4386879,2023-03-21
135,Web Application Developer,Žilina,Siemens Slovensko,1 255 - 1 800 EUR/mesiac,/praca/siemens-slovensko/O4345584,2023-03-21
136,Application Tester - Python,Žilina,Siemens Slovensko,2 100 EUR/mesiac,/praca/siemens-slovensko/O4416758,2023-03-21
137,Junior C++ Developer ETCS OBU,Žilina,Siemens Slovensko,2 200 EUR/mesiac,/praca/siemens-slovensko/O4266155,2023-03-21
138,Experienced Azure Data Engineer ,"Bratislava, Slovakia (Job with occasional home office)","Accenture, s.r.o.",1 600 EUR/mesiac,/praca/accenture/O4053707,2023-03-21
139,Senior Embedded C++ Software developer,"Lamačská cesta, 841 01 Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,2 300 EUR/mesiac,/praca/siemens-slovensko/O4050094,2023-03-21
140,Experienced ServiceNow Consultant / Developer (permanent home office possible),"Košice, Slovakia (Job with occasional home office)","Accenture, s.r.o.",None,/praca/accenture/O3859622,2023-03-21
141,Application Engineer,"Lesná 52, 900 33 Marianka",XIMEA s.r.o.,7 EUR/hod.,/praca/ximea/O4317692,2023-03-21
142,SW Developer in Embedded Systems - Motor Control,Remote work,IT-Impulse s. r. o.,1 500 - 2 500 EUR/mesiac,/praca/it-impulse/O4522269,2023-03-21
143,SW Developer - Battery pack and charger development ,Remote work,IT-Impulse s. r. o.,1 500 - 2 500 EUR/mesiac,/praca/it-impulse/O4522294,2023-03-21
144,PHP programátor Junior - Nette,"Magnetová 1, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Webtec s. r. o.,7 EUR/hod.,/praca/webtec/O4522732,2023-03-21
145,Trainee C++ embedded developer,"Žilina, Slovakia (Job with occasional home office)",GlobalLogic Slovakia s.r.o.,1 500 - 2 500 EUR/mesiac,/praca/globallogic-slovakia/O4541054,2023-03-21
146,"Príležitosť pre študentov vysokých škôl! Pracuj popri štúdiu, firemný autobus zabezpečený!",Kechnec,"ADECCO Slovakia, s. r. o.",1 500 - 2 500 EUR/mesiac,/praca/adecco-slovakia/O4541043,2023-03-21
147,.NET/C# Senior Software Developer,"Twin City C, Staré Mesto","CRIF - Slovak Credit Bureau, s. r. o.",3 000 EUR/mesiac,/praca/crif-slovak-credit-bureau/O4192721,2023-03-21
148,Software Architect .NET,"Twin City C, Old Town","CRIF - Slovak Credit Bureau, s. r. o.",2 200 EUR/mesiac,/praca/crif-slovak-credit-bureau/O3942489,2023-03-21
149,"Java Developer (spring, angular)-finančné služby-50 % Ba a 50 % HO",Bratislava,"Manuvia, a. s.",2 400 EUR/mesiac,/praca/manuvia/O4541011,2023-03-21
150,IOS programátor (FinTech),"Eurovea, Pribinova, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","WORLD BUSINESS PRESS online, a.s.",5 EUR/hod.,/praca/world-business-press-online/O4540999,2023-03-21
151,"Java Developer, IČO, 100% home office",Práce z domu,teamIT s.r.o.,2 500 - 4 000 EUR/mesiac,/praca/teamit/O4540998,2023-03-21
152,.NET Developer - Medior/Senior,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Slovensko IT, a. s.",2 200 EUR/mesiac,/praca/slovensko-it/O4483204,2023-03-21
153,Java Developer,Práca z domu,Kodiva s. r. o.,6 EUR/hod.,/praca/kodiva/O4540918,2023-03-21
