ID,Main,Location,Corporation,Salary,Href,Date
495,Backend Developer,Bratislava,"Tatra banka, a.s.",2 000 EUR/mesiac,/praca/tatra-banka/O4543264,2023-04-07
496,IT analytik - oblasť ETL,Bratislava,"Tatra banka, a.s.",2 000 EUR/mesiac,/praca/tatra-banka/O4543263,2023-04-07
497,Java based QA Automation Engineer,Remote work,Deutsche Telekom IT Solutions Slovakia,2 100 EUR/mesiac,/praca/deutsche-telekom-it-solutions-slovakia/O4448588,2023-04-07
498,Medior C++ Developer ETCS OBU ,Žilina,Siemens Slovensko,1 800 EUR/mesiac,/praca/siemens-slovensko/O4289911,2023-04-07
499,Senior C++ Developer ETCS OBU (Remote),Práca z domu,Siemens Slovensko,2 100 EUR/mesiac,/praca/siemens-slovensko/O4268042,2023-04-07
500,ServiceNow Architect / Lead Developer,Košice,Siemens Slovensko,2 600 EUR/mesiac,/praca/siemens-slovensko/O4176769,2023-04-07
501,ServiceNow Architect / Lead Developer,Žilina,Siemens Slovensko,2 400 EUR/mesiac,/praca/siemens-slovensko/O4176767,2023-04-07
502,Vývojár  mobilných aplikácií (Android & iOS) - TPP/freelance &  remote,Bratislava,Grafton Slovakia s.r.o.,2 400 EUR/mesiac,/praca/grafton-slovakia/O4543180,2023-04-07
503,Medior/Senior Java Developer,"Karloveská 34, Karlova Ves","Plaut Slovensko, s.r.o.",2 300 - 3 300 EUR/mesiac,/praca/plaut-slovensko/O4485029,2023-04-07
504,Senior Java Software Engineer (m/f/d),Remote work,Semantic Web Company,2 500 EUR/mesiac,/praca/semantic-web-company/O4543153,2023-04-07
505,React Native Developer (Medior),Práca z domu,localhost s.r.o.,4 000 EUR/mesiac,/praca/localhost/O4523855,2023-04-07
506,CRM Developer (Microsoft Dynamics)  - Remote work Possibility,"Bratislava, Slovak Republic (Job with occasional home office)",S&you by SYNERGIE,2 500 - 3 500 EUR/mesiac,/praca/s-you-by-synergie/O4543130,2023-04-07
507,.NET Developer,Práca z domu,Kodiva s. r. o.,4 000 EUR/mesiac,/praca/kodiva/O4543119,2023-04-07
508,Angular Developer,Práca z domu,Kodiva s. r. o.,2 400 - 6 000 EUR/mesiac,/praca/kodiva/O4543118,2023-04-07
509,JavaScript programátor,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",BOOTIQ SK s.r.o.,2 400 - 6 000 EUR/mesiac,/praca/bootiq-sk/O4109036,2023-04-07
510,Frontend Developer  (E-commerce),"Ľudovíta Stárka 2870, Trenčín-Zlatovce, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Factcool - FC ecom, s.r.o.",1 900 EUR/mesiac,/praca/factcool-fc-ecom/O4543072,2023-04-07
511,Python Developer for Telematics,"Sygic, Mlynské nivy, Bratislava, Slovensko (Job with occasional home office)","Sygic, a. s.",2 000 - 3 300 EUR/mesiac,/praca/sygic/O4154737,2023-04-07
512,"Senior IT Inžinier/ka (PL/SQL, interné predajné aplikácie)",Bratislava,"Orange Slovensko, a.s.",2 000 - 4 000 EUR/mesiac,/praca/orange-slovensko/O4542941,2023-04-07
513,"IT Inžinier/ka (PL/SQL, interné predajné aplikácie)",Bratislava,"Orange Slovensko, a.s.",2 000 EUR/mesiac,/praca/orange-slovensko/O4542940,2023-04-07
514,"InterNET, Claude MoNET, Microsoft .NET (C# vývojár)","Prievozská 14, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","DIMANO, a. s.",1 800 EUR/mesiac,/praca/dimano/O3292094,2023-04-07
515,C#/.NET Programátor Medior/Senior,"Elektrárenská, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Datapac s.r.o.,2 000 EUR/mesiac,/praca/datapac/O4542916,2023-04-07
516,Python/DevOps TechLead,Práca z domu,Pro HR,2 000 EUR/mesiac,/praca/pro-hr/O3989481,2023-04-07
517,Senior Full Stack Developer,"Bratislava region, Slovak Republic","SOITRON, s.r.o.",3 200 EUR/mesiac,/praca/soitron/O4542810,2023-04-07
518,DevOps Developer (Kubernetes),"Bratislava region, Slovak Republic","SOITRON, s.r.o.",2 500 EUR/mesiac,/praca/soitron/O4542807,2023-04-07
519,Frontend Developer,"Bánovská cesta, Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)","EMTEST, a. s.",2 000 EUR/mesiac,/praca/emtest/O4542789,2023-04-07
520,Hľadáme PHP Programátora,Práca z domu,Art4web (digital studio),1 700 EUR/mesiac,/praca/art4web-digital-studio/O4542696,2023-04-07
521,Backend developer,"Bánovská cesta, Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)","EMTEST, a. s.",30 - 50 EUR/hod.,/praca/emtest/O4456459,2023-04-07
522,SAP ABAP Developer pre BOOTIQ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",BOOTIQ SK s.r.o.,1 700 EUR/mesiac,/praca/bootiq-sk/O4063762,2023-04-07
523,"Skúsený SAP ERP Consultant (Developer) - rôzne moduly (IS-U, CRM, FI, SD, MM, PP...)",Práca z domu,"gd - Team, a.s.",2 500 EUR/mesiac,/praca/gd-team/O4542663,2023-04-07
524,Machine Learning Expert,Práca z domu,Garwan k.s.,3 500 EUR/mesiac,/praca/garwan-k-s/O4542662,2023-04-07
525,SAP ABAP programátor /remote,Práca z domu,"gd - Team, a.s.",3 800 EUR/mesiac,/praca/gd-team/O4542189,2023-04-07
526,Java Development Engineer,"EcoPoint Office Center, Magnezitárska, Košice, Slovakia (Job with occasional home office)",Deep Pool Technology Slovakia s. r. o.,3 000 EUR/mesiac,/praca/deep-pool-technology-slovakia/O4187510,2023-04-07
527,Java Developer ,"Sygic, Mlynské nivy, Bratislava, Slovensko (Job with occasional home office)","Sygic, a. s.",2 400 EUR/mesiac,/praca/sygic/O4523739,2023-04-07
528,SW Developer ,"Bratislava, Slovakia (Job with occasional home office)",Pro HR,2 000 EUR/mesiac,/praca/pro-hr/O4334195,2023-04-07
529,Naštartujte svoju kariéru v IT už dnes - príležitosť pre študentov/-ky  IT v Košiciach,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)","DÔVERA zdravotná poisťovňa, a. s.",3 000 EUR/mesiac,/praca/dovera-zdravotna-poistovna/O4541994,2023-04-07
530,Frontend Developer ,Práca z domu,"DGT factory, a. s.",7 EUR/hod.,/praca/dgt-factory/O4139749,2023-04-07
531,Web Developer - Medior/Senior,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Slovensko IT, a. s.",2 500 EUR/mesiac,/praca/slovensko-it/O4260385,2023-04-07
532,Fullstack SharePoint/Azure Developer,"Moldavská cesta, Košice, Slovakia (Job with occasional home office)",IT-Impulse s. r. o.,1 800 EUR/mesiac,/praca/it-impulse/O3612299,2023-04-07
533,SAP ABAP / Fiori Developer ,"Bratislava II, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","SYNCHRONIX, a.s.",3 100 EUR/mesiac,/praca/synchronix/O4114053,2023-04-07
534,System Integrator & Coordinator,Nitra,Muehlbauer Technologies s.r.o.,2 500 EUR/mesiac,/praca/muehlbauer-technologies/O4486359,2023-04-07
535,C++ Developer (Medior/Senior),Nitra,Muehlbauer Technologies s.r.o.,1 700 EUR/mesiac,/praca/muehlbauer-technologies/O4249390,2023-04-07
536,DevOps for Biometric Devices,Nitra,Muehlbauer Technologies s.r.o.,2 000 - 3 000 EUR/mesiac,/praca/muehlbauer-technologies/O4503558,2023-04-07
537,Java Software Engineer,"Pradiareň 1900, Svätoplukova, Ružinov, Slovakia, Bratislava (Job with occasional home office)",Multitude IT Labs (as part of Multitude Group),2 300 - 3 000 EUR/mesiac,/praca/multitude-it-labs-as-part-of-multitude-group/O4523693,2023-04-07
538,Senior Java Developer (m/ž),"hybridný model: možnosť práce z domu 60 % a 40 % z pracoviska, Bratislava","Západoslovenská energetika, a.s.",2 500 EUR/mesiac,/praca/zapadoslovenska-energetika/O4542452,2023-04-07
539,C++ Developer,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,2 700 EUR/mesiac,/praca/certicon-sk/O4477344,2023-04-07
540,C/C++ Developer,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,2 200 EUR/mesiac,/praca/certicon-sk/O4477348,2023-04-07
541,Vývojár C++ na Basic software,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,2 200 EUR/mesiac,/praca/certicon-sk/O4484359,2023-04-07
542,Embedded C vývojár,"Biznis Centrum Poštová 1, Poštová, Žilina-Vlčince",CertiCon SK s. r. o.,2 200 EUR/mesiac,/praca/certicon-sk/O4518490,2023-04-07
543,SW Developer (Vývoj a výroba elektronických testovacích zariadení),"Bytča, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,2 500 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4473237,2023-04-07
544,Software Integration Engineer ,"Bratislava, Slovakia (Job with occasional home office)",Scheidt & Bachmann Slovensko s.r.o.,1 800 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4456137,2023-04-07
545,Senior Application Developer (Robotics&Artificial intelligence) (REF507X),040 01 Košice,Deutsche Telekom IT Solutions Slovakia,3 250 EUR/mesiac,/praca/deutsche-telekom-it-solutions-slovakia/O4524336,2023-04-07
546,Senior application developer (Network data Intelligence) (REF506H),040 01 Košice,Deutsche Telekom IT Solutions Slovakia,3 100 EUR/mesiac,/praca/deutsche-telekom-it-solutions-slovakia/O4524332,2023-04-07
547,Senior Front-End Application Developer+ 5000 Eur Sign on bonus (REF463Z),040 01 Košice,Deutsche Telekom IT Solutions Slovakia,3 100 EUR/mesiac,/praca/deutsche-telekom-it-solutions-slovakia/O4524325,2023-04-07
548,Database Administrator (Oracle),040 11 Košice,Deutsche Telekom IT Solutions Slovakia,3 100 EUR/mesiac,/praca/deutsche-telekom-it-solutions-slovakia/O4485679,2023-04-07
549,C# Developer,"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Siemens Slovensko,1 000 EUR/mesiac,/praca/siemens-slovensko/O4118049,2023-04-07
550,Full stack developer (medior),"Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,1 600 EUR/mesiac,/praca/siemens-slovensko/O4355361,2023-04-07
551,SW developer - student,"Košice, Slovakia (Job with occasional home office)",Siemens Slovensko,2 200 EUR/mesiac,/praca/siemens-slovensko/O4307506,2023-04-07
552,Medior C++ Developer ETCS OBU (Remote),Práca z domu,Siemens Slovensko,6 EUR/hod.,/praca/siemens-slovensko/O4267352,2023-04-07
553,Oracle Cloud Developer,Bratislava,IBM,2 100 EUR/mesiac,/praca/ibm/O4213544,2023-04-07
554,Lead developer/Architect for Embedded C++ Software,"Lamačská cesta, 841 01 Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,2 200 EUR/mesiac,/praca/siemens-slovensko/O4065776,2023-04-07
555,C++ Software Engineer,"Bratislava, Slovakia (Job with occasional home office)","ESET, spol. s r.o.",2 900 EUR/mesiac,/praca/eset/O4508201,2023-04-07
556,Medior/Senior C++ Developer for Linux,"Bratislava, Slovakia (Job with occasional home office)","ESET, spol. s r.o.",2 800 EUR/mesiac,/praca/eset/O4500919,2023-04-07
557,Malware Researcher,"Bratislava, Slovakia (Job with occasional home office)","ESET, spol. s r.o.",2 600 EUR/mesiac,/praca/eset/O4499255,2023-04-07
558,Programátor / Developer / JAVA/ANDROID - Junior/Medior,"Tomášikova 28D, Ružinov",Papaya POS s.r.o.,2 000 EUR/mesiac,/praca/papaya-pos/O4348560,2023-04-07
559,Java Developer (banking sector),Bratislava,Grafton Slovakia s.r.o.,1 700 EUR/mesiac,/praca/grafton-slovakia/O4542305,2023-04-07
560,Java Programátor,Košice,Grafton Slovakia s.r.o.,2 000 - 3 000 EUR/mesiac,/praca/grafton-slovakia/O4542303,2023-04-07
561,C#/.NET Programátor (aj živnosť/s.r.o.+ remote),Bratislava,Grafton Slovakia s.r.o.,2 500 - 3 400 EUR/mesiac,/praca/grafton-slovakia/O4542296,2023-04-07
562,QA Automation Engineer,Košice,Grafton Slovakia s.r.o.,2 300 - 3 500 EUR/mesiac,/praca/grafton-slovakia/O4542295,2023-04-07
563,IT Authorization Analyst (senior),"Námestie Mateja Korvína 1, Bratislava",RPC,2 700 - 3 200 EUR/mesiac,/praca/rpc/O4542274,2023-04-07
564,Full-stack programátor - Laravel,"Vilová, Petržalka, Slovensko, Bratislava (Pozícia umožňuje občasnú prácu z domu)",SVK media s.r.o.,2 500 EUR/mesiac,/praca/svk-media/O4542195,2023-04-07
565,Frontend Engineer,"Mlynské nivy 5, Ružinov, Slovakia, Bratislava (Job with occasional home office)",BTCS Slovakia s. r. o.,2 700 - 4 000 EUR/mesiac,/praca/btcs-slovakia/O4318068,2023-04-07
566,C#/.NET Software Developer,"Mlynské nivy 5, Ružinov, Slovakia, Bratislava (Job with occasional home office)",BTCS Slovakia s. r. o.,2 500 EUR/mesiac,/praca/btcs-slovakia/O4207016,2023-04-07
567,MS SQL databázový špecialista ,"Kálov 356, Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)","codium, s.r.o.",3 000 EUR/mesiac,/praca/codium/O4542140,2023-04-07
568,IT Analyst (medior-senior),"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,2 000 - 4 000 EUR/mesiac,/praca/pro-hr/O4542122,2023-04-07
569,.NET API Developer,"Bratislava, Slovakia (Job with occasional home office)",Orange Business,2 700 EUR/mesiac,/praca/orange-business/O4542120,2023-04-07
570,Junior JAVA programátor/ka v automotive,Bratislava,"VOLKSWAGEN SLOVAKIA, a.s.",1 450 EUR/mesiac,/praca/volkswagen-slovakia/O4257749,2023-04-07
571,"Test Automation Engineer (JAVA, JavaScript, Python)","Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,1 939 EUR/mesiac,/praca/pro-hr/O4542084,2023-04-07
572,C# .NET Developer,"Miletičova, Bratislava","SYNOT Games, s.r.o.",2 600 EUR/mesiac,/praca/synot-games/O4051599,2023-04-07
573,Senior Frontend / Fullstack Developer for eMobility,Remote work,Fpt Slovakia s.r.o.,2 900 - 3 000 EUR/mesiac,/praca/fpt-slovakia/O4542046,2023-04-07
574,Data Scientist (possibility of shortened work schedule 80% - 100%),"Bratislava, Slovak Republic (Job with occasional home office)","Zurich Insurance Company Ltd, organizačná zložka",2 500 EUR/mesiac,/praca/zurich-insurance-company-ltd-organizacna-zlozka/O4542033,2023-04-07
575,Full Stack Developer,"Bratislava, Slovak Republic","ADECCO Slovakia, s. r. o.",2 000 EUR/mesiac,/praca/adecco-slovakia/O4541946,2023-04-07
576,Hľadáme Java developera s potenciálom stať sa Tímlídrom! ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",PosAm spol. s r.o.,1 900 EUR/mesiac,/praca/posam/O4541798,2023-04-07
577,"Fullstack Developer (C#, .Net, Javascript, Web Stack (HTML5, CSS3))",Bratislavský kraj,"Manuvia, a. s.",2 900 EUR/mesiac,/praca/manuvia/O4541784,2023-04-07
578,Senior Front-End Developer for Smart Buildings,Bratislavský kraj,"Manuvia, a. s.",2 200 EUR/mesiac,/praca/manuvia/O4541783,2023-04-07
579,IT Developer (Angular),Bratislavský kraj,"Manuvia, a. s.",2 000 EUR/mesiac,/praca/manuvia/O4541782,2023-04-07
580,Trainee C++ embedded developer ,"Žilina, Slovensko (Pozícia umožňuje občasnú prácu z domu)",GlobalLogic Slovakia s.r.o.,2 000 EUR/mesiac,/praca/globallogic-slovakia/O4541703,2023-04-07
581,Java Developer ,Práca z domu,Unicorn,1 100 EUR/mesiac,/praca/unicorn/O4539256,2023-04-07
582,Java programátor medior - Home Office/Office,Práca z domu,msg life Slovakia s.r.o.,2 000 EUR/mesiac,/praca/msg-life-slovakia/O4007175,2023-04-07
583,Špecialista IT tester - automatizácia - Home Office/Office,Práca z domu,msg life Slovakia s.r.o.,2 300 EUR/mesiac,/praca/msg-life-slovakia/O4126327,2023-04-07
584,Java developer - Home Office/Office,"Hraničná, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",msg life Slovakia s.r.o.,1 800 EUR/mesiac,/praca/msg-life-slovakia/O4344884,2023-04-07
585,Vývojár 2D/3D CAD systémov,Bratislava,Grafton Slovakia s.r.o.,2 700 EUR/mesiac,/praca/grafton-slovakia/O4541547,2023-04-07
586,Java programátor senior - Home Office/Office,Práca z domu,msg life Slovakia s.r.o.,2 000 - 3 000 EUR/mesiac,/praca/msg-life-slovakia/O4485795,2023-04-07
587,Java programátor MigArchiv - Home Office/Office,Práca z domu,msg life Slovakia s.r.o.,2 600 EUR/mesiac,/praca/msg-life-slovakia/O4502068,2023-04-07
588,C++/C# Programátor Junior (príležitosť pre študentov 5. ročníka),"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Asseco Central Europe, a. s.",2 000 EUR/mesiac,/praca/asseco-central-europe/O4541448,2023-04-07
589,IT Site Reliability Engineer,Remote work,Pro HR,1 500 EUR/mesiac,/praca/pro-hr/O3955520,2023-04-07
590,FrontEnd Developer (vue.js),"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Pro HR,3 500 EUR/mesiac,/praca/pro-hr/O3236250,2023-04-07
591,Junior Application Developer (part time job for students) (REF530M),"Košice, Slovakia (Job with occasional home office)",Deutsche Telekom IT Solutions Slovakia,2 300 EUR/mesiac,/praca/deutsche-telekom-it-solutions-slovakia/O4523806,2023-04-07
592,Experienced Java Developer,Práca z domu,"UNIQA Group Service Center Slovakia, spol. s r.o.","4,5 EUR/hod.",/praca/uniqa-group-service-center-slovakia/O4444777,2023-04-07
593,Adobe Senior Consultant,"Bratislava, Slovakia (Job with occasional home office)",IBM,2 300 EUR/mesiac,/praca/ibm/O4505949,2023-04-07
594,Adobe Developer,"Bratislava, Slovakia (Job with occasional home office)",IBM,2 800 - 3 800 EUR/mesiac,/praca/ibm/O4505944,2023-04-07
595,Adobe Consultant,"Bratislava, Slovakia (Job with occasional home office)",IBM,1 900 - 2 500 EUR/mesiac,/praca/ibm/O4505936,2023-04-07
596,Start your career with Adobe!,"Bratislava, Slovakia (Job with occasional home office)",IBM,1 900 - 2 500 EUR/mesiac,/praca/ibm/O4505929,2023-04-07
597,JAVA Developer (Remote),Práca z domu,"ACEQES, s.r.o.",1 600 - 1 800 EUR/mesiac,/praca/aceqes/O4457146,2023-04-07
598,JavaScript Developer - Frontend / Fullstack (Remote),Práca z domu,"ACEQES, s.r.o.",10 - 35 EUR/hod.,/praca/aceqes/O4386879,2023-04-07
599,Web Application Developer,Žilina,Siemens Slovensko,10 - 35 EUR/hod.,/praca/siemens-slovensko/O4345584,2023-04-07
600,Application Tester - Python,Žilina,Siemens Slovensko,1 600 EUR/mesiac,/praca/siemens-slovensko/O4416758,2023-04-07
601,Junior C++ Developer ETCS OBU,Žilina,Siemens Slovensko,1 600 EUR/mesiac,/praca/siemens-slovensko/O4266155,2023-04-07
602,Senior Embedded C++ Software developer,"Lamačská cesta, 841 01 Bratislava, Slovakia (Job with occasional home office)",Siemens Slovensko,1 600 EUR/mesiac,/praca/siemens-slovensko/O4050094,2023-04-07
603,Application Engineer,"Lesná 52, 900 33 Marianka",XIMEA s.r.o.,2 500 EUR/mesiac,/praca/ximea/O4317692,2023-04-07
604,SW Developer in Embedded Systems - Motor Control,Remote work,IT-Impulse s. r. o.,1 300 - 2 000 EUR/mesiac,/praca/it-impulse/O4522269,2023-04-07
605,SW Developer - Battery pack and charger development ,Remote work,IT-Impulse s. r. o.,2 000 EUR/mesiac,/praca/it-impulse/O4522294,2023-04-07
606,PHP programátor Junior - Nette,"Magnetová 1, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Webtec s. r. o.,2 000 EUR/mesiac,/praca/webtec/O4522732,2023-04-07
607,Trainee C++ embedded developer,"Žilina, Slovakia (Job with occasional home office)",GlobalLogic Slovakia s.r.o.,2 000 EUR/mesiac,/praca/globallogic-slovakia/O4541054,2023-04-07
608,.NET/C# Senior Software Developer,"Twin City C, Staré Mesto","CRIF - Slovak Credit Bureau, s. r. o.",1 100 EUR/mesiac,/praca/crif-slovak-credit-bureau/O4192721,2023-04-07
609,Software Architect .NET,"Twin City C, Old Town","CRIF - Slovak Credit Bureau, s. r. o.",2 400 EUR/mesiac,/praca/crif-slovak-credit-bureau/O3942489,2023-04-07
610,"Java Developer (spring, angular)-finančné služby-50 % Ba a 50 % HO",Bratislava,"Manuvia, a. s.",3 000 EUR/mesiac,/praca/manuvia/O4541011,2023-04-07
611,IOS programátor (FinTech),"Eurovea, Pribinova, Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","WORLD BUSINESS PRESS online, a.s.",3 000 - 5 000 EUR/mesiac,/praca/world-business-press-online/O4540999,2023-04-07
612,"Java Developer, IČO, 100% home office",Práce z domu,teamIT s.r.o.,1 500 - 3 000 EUR/mesiac,/praca/teamit/O4540998,2023-04-07
613,.NET Developer - Medior/Senior,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Slovensko IT, a. s.",None,/praca/slovensko-it/O4483204,2023-04-07
614,Java Developer,Práca z domu,Kodiva s. r. o.,1 800 EUR/mesiac,/praca/kodiva/O4540918,2023-04-07
615,Senior Java Software Engineer for George (all genders),"Bratislava, Slovakia (Job with occasional home office)",Erste Digital,2 400 - 6 000 EUR/mesiac,/praca/erste-digital/O4540593,2023-04-07
616,Senior RPA Developer ,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Mazars,2 800 EUR/mesiac,/praca/mazars/O4505888,2023-04-07
617,IOS Developer for George (all genders),"Bratislava, Slovakia (Job with occasional home office)",Erste Digital,2 200 EUR/mesiac,/praca/erste-digital/O4540553,2023-04-07
618,C# senior developer for Common Host Platform,"Košice Region, Slovakia, Košice region (Job with occasional home office)",Siemens Slovensko,2 800 EUR/mesiac,/praca/siemens-slovensko/O4540719,2023-04-07
619,C# medior developer for Common Host Platform,"Košice Region, Slovakia, Košice region (Job with occasional home office)",Siemens Slovensko,2 700 EUR/mesiac,/praca/siemens-slovensko/O4540718,2023-04-07
620,Summer Development Academy Kosice - full time internship for students during summer,Košice,Siemens Slovensko,2 100 EUR/mesiac,/praca/siemens-slovensko/O4540713,2023-04-07
621,Summer Development Academy Bratislava - full time internship for students during summer,"Bratislava Region, Slovakia, Bratislava region (Job with occasional home office)",Siemens Slovensko,6 EUR/hod.,/praca/siemens-slovensko/O4540712,2023-04-07
622,Summer Development Academy Zilina - full time internship for students during summer,"Žilina Region, Slovakia, Žilina region (Job with occasional home office)",Siemens Slovensko,6 EUR/hod.,/praca/siemens-slovensko/O4540711,2023-04-07
623,Programátor remote riešení,Zvolen,NEXINEO s.r.o.,6 EUR/hod.,/praca/nexineo/O4540688,2023-04-07
624,Programator pre Unreal Engine.,Práca z domu,GiM s.r.o.,2 500 - 3 000 EUR/mesiac,/praca/gim/O4540663,2023-04-07
625,IT  Junior Specialista / SAP support,"Teplička nad Váhom, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Hyundai AutoEver Europe GmbH, organizačná zložka",2 000 - 4 000 EUR/mesiac,/praca/hyundai-autoever-europe-gmbh-organizacna-zlozka/O4540644,2023-04-07
626,C++ developer for WMS,Remote work,First Line Software s.r.o.,1 400 EUR/mesiac,/praca/first-line-software/O4540621,2023-04-07
627,UI Software Engineer - Žilina,"Žilina, Slovakia (Job with occasional home office)",PANTHEON.tech s.r.o.,3 000 EUR/mesiac,/praca/pantheon-tech/O4540608,2023-04-07
628,UI Software Engineer - Banská Bystrica,"Banská Bystrica, Slovakia (Job with occasional home office)",PANTHEON.tech s.r.o.,1 200 - 5 000 EUR/mesiac,/praca/pantheon-tech/O4540605,2023-04-07
629,UI Software Engineer - Bratislava,"Bratislava, Slovakia (Job with occasional home office)",PANTHEON.tech s.r.o.,1 200 - 5 000 EUR/mesiac,/praca/pantheon-tech/O4400051,2023-04-07
630,JAVA Software Engineer - Žilina,"Žilina, Slovakia (Job with occasional home office)",PANTHEON.tech s.r.o.,1 200 - 5 000 EUR/mesiac,/praca/pantheon-tech/O4540595,2023-04-07
631,JAVA Software Engineer - Banská Bystrica,"Banská Bystrica, Slovakia (Job with occasional home office)",PANTHEON.tech s.r.o.,1 200 - 5 500 EUR/mesiac,/praca/pantheon-tech/O4540594,2023-04-07
632,JAVA Software Engineer - Bratislava,"Bratislava, Slovakia (Job with occasional home office)",PANTHEON.tech s.r.o.,1 200 - 5 500 EUR/mesiac,/praca/pantheon-tech/O4400044,2023-04-07
633,Mid Full Stack Developer (HTML/WP/PHP),"Hurbanova 40, Senica, Slovensko (Pozícia umožňuje občasnú prácu z domu)",upvision.s.r.o.,1 200 - 5 500 EUR/mesiac,/praca/upvision-s-r-o/O4540552,2023-04-07
634,"Backend Developer (AWS, TypeScript, Java, C#)",Remote work,Arcondis Solutions s.r.o.,1 000 - 2 000 EUR/mesiac,/praca/arcondis-solutions/O4539994,2023-04-07
635,Junior JAVA Developer,Remote work,FREQUENTIS Solutions & Services s. r. o.,2 500 - 3 300 EUR/mesiac,/praca/frequentis-solutions-services/O4427457,2023-04-07
636,Python developer - more projects to choose from (Bratislava or remote),Remote work,"Infinit, s.r.o.",1 800 EUR/mesiac,/praca/infinit/O4145556,2023-04-07
637,Java developer pre finančný projekt,"Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)",TRIGON Consulting s.r.o.,2 500 - 5 000 EUR/mesiac,/praca/trigon-consulting/O4538891,2023-04-07
638,Python Developer in data science team,"U. S. Steel Košice, s.r.o., Šaca, Slovakia (Job with occasional home office)","U. S. Steel Košice, s.r.o.",1 800 EUR/mesiac,/praca/u-s-steel-kosice/O4521765,2023-04-07
639,Platform technology engineer/ka,Bratislava,"Slovenská sporiteľňa, a.s.",2 000 EUR/mesiac,/praca/slovenska-sporitelna/O4540311,2023-04-07
640,Senior Java Developer pre Smart Buildings,Bratislava,"Manuvia, a. s.",1 800 EUR/mesiac,/praca/manuvia/O4540277,2023-04-07
641,Java Developer pre Smart Buildings,Bratislava,"Manuvia, a. s.",2 200 EUR/mesiac,/praca/manuvia/O4540278,2023-04-07
642,C/C++ Developer ,"Košice, Slovensko (Pozícia umožňuje občasnú prácu z domu)",Scheidt & Bachmann Slovensko s.r.o.,1 600 EUR/mesiac,/praca/scheidt-bachmann-slovensko/O4522662,2023-04-07
643,Senior Salesforce Developer,"Bratislava, Slovakia (Job with occasional home office)",IBM,2 600 EUR/mesiac,/praca/ibm/O3274812,2023-04-07
644,Embedded C Software Developer Junior,"Brose Prievidza, spol. s r.o., Prievidza, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Brose Prievidza, spol. s r.o.",2 800 EUR/mesiac,/praca/brose-prievidza/O4396661,2023-04-07
645,IT Trainee,Remote work,IBM,1 650 EUR/mesiac,/praca/ibm/O4063133,2023-04-07
646,Mid/Senior PHP programátor,Práca z domu,"Quality Unit, s. r. o.",1 400 EUR/mesiac,/praca/quality-unit/O4540124,2023-04-07
647, Technický konzultant zákazníckych riešení - Košice (m/ž),"Košický kraj, Slovensko (Pozícia umožňuje občasnú prácu z domu)","Slovak Telekom, a.s.",2 200 - 3 200 EUR/mesiac,/praca/slovak-telekom/O4540083,2023-04-07
648,Junior Embedded C/C++ Engineer (Linux/Networking),Remote work,GlobalLogic Slovakia s.r.o.,2 000 EUR/mesiac,/praca/globallogic-slovakia/O4540059,2023-04-07
649,ServiceNow Developer/Consultant (javascript),Práca z domu,MATERNA Information & Communications s.r.o.,1 900 EUR/mesiac,/praca/materna-information-communications/O4261496,2023-04-07
