ID,Main,Location,Corporation,Href,Date
304,Logisztikai folyamatfejlesztő és támogató,2225 Üllő,MENTON Jobs Kft.,https://www.profession.hu/allas/logisztikai-folyamatfejleszto-es-tamogato-menton-jobs-kft-ullo-2112078?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
305,Informatikai kliensüzemeltető,"1076 Budapest, Péterfy Sándor utca",Péterfy Sándor Utcai Kórház-Rendelőintézet,https://www.profession.hu/allas/informatikai-kliensuzemelteto-peterfy-sandor-utcai-korhaz-rendelointezet-budapest-2122145?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
306,Informatikai rendszermérnök (szerveres terület),"1138 Budapest, Váci út 117-119.",Enterprise Communications Magyarország Kft,https://www.profession.hu/allas/informatikai-rendszermernok-szerveres-terulet-enterprise-communications-magyarorszag-kft-budapest-2126292?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
307,PHP programozó,"1065 Budapest, Bajcsy-Zsilinszky út 21.",CLB Független Bizt. Alkusz Kft.,https://www.profession.hu/allas/php-programozo-clb-fuggetlen-bizt-alkusz-kft-budapest-2126316?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
308,Software test engineer,Budapest,Candid ITS Kft.,https://www.profession.hu/allas/software-test-engineer-candid-its-kft-2119717/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
309,C++ software developer (for computer vision),Budapest,Candid ITS Kft.,https://www.profession.hu/allas/c-software-developer-for-computer-vision-candid-its-kft-2119722/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
310,Alkalmazástesztelő,Budapest,Szerencsejáték Zrt.,https://www.profession.hu/allas/alkalmazastesztelo-szerencsejatek-zrt-2111987?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
311,Számlavezetés rendszerszervező,"1095 Budapest, Lechner Ödön fasor 9. K. épül",K&H BANK ZRT. (ICT),https://www.profession.hu/allas/szamlavezetes-rendszerszervezo-k-h-bank-zrt-ict-budapest-2112057?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
312,Szoftvertesztelő – oktató,"Budapest, XIII. kerület",Swiss Medical Services Kft.,https://www.profession.hu/allas/szoftvertesztelo-oktato-swiss-medical-services-kft-budapest-2126242?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
313,Project Leader for Powertrain Solutions,"1103, Budapest Gyömrői út 104",Bosch Group,https://www.profession.hu/allas/project-leader-for-powertrain-solutions-bosch-group-budapest-2112052?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
314,Tesztkörnyezet Menedzser,Budapest,Magyar Bankholding Zártkörűen Működő Részvénytársaság,https://www.profession.hu/allas/tesztkornyezet-menedzser-magyar-bankholding-zartkoruen-mukodo-reszvenytarsasag-2115012?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
315,Információbiztonsági felelős,Budapest,evosoft Hungary Kft.,https://www.profession.hu/allas/informaciobiztonsagi-felelos-evosoft-hungary-kft-2111992?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
316,Senior Software Engineer,Budapest,BECK AND PARTNERS Kft.,https://www.profession.hu/allas/senior-software-engineer-beck-and-partners-kft-budapest-2126265?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
317,DevOps Engineer,Budapest,evosoft Hungary Kft.,https://www.profession.hu/allas/devops-engineer-evosoft-hungary-kft-2126249?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
