Corporation,Main,Labels
HSA Kft. ,Senior C# fejlesztő,"
      Rendszerüzemeltető    "
HSA Kft. ,IT Process Specialist,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Java Team Leader,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,RPA Developer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Senior QA Lead,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Chief Security Architect,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Senior ICT ARchitect,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Software Engineer ,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,QA Automation Engineer ,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Frontend Software Engineer (Angular),"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,"Lead Software Engineer (React, TypeScript, NodeJS)","
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,"Software Engineer - C#, .Net, Angular","
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,"Senior Software Engineer (React, Golang)","
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Senior Product/UX Designer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,"Staff Software Engineer (React, Golang, AWS)","
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Medior/Senior Software Engineer  (.Net),"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ," Medior/Senior Engineer (React, TypeScript, Javascript)","
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Principal Software Engineer ,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,SAP developer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,SAP Basis Administrator,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,SAP Basis Engineer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Security Engineer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Senior Fullstack Developer,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Cloud data engineer,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Cybersecurity Project Architect,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,IT helpdesk munkatárs,"
      Rendszerüzemeltető    "
Mind-Diák Szövetkezet ,Adatelemző gyakornok,"
      Rendszerüzemeltető    "
Viapan „Dologidő” Kft. ,Termelésdigitalizáló (MES/IT) munkatárs angol nyelvtudással,"
      Rendszerüzemeltető    "
Mind-Diák Szövetkezet ,Szoftverfejlesztő gyakornok,"
      Rendszerüzemeltető    "
MÁV Szolgáltató Központ Zrt. ,IT szakértő,"
      Rendszerüzemeltető    "
MÁV Szolgáltató Központ Zrt. ,IT technikus (üzemeltetés),"
      Rendszerüzemeltető    "
T-HR Kft. ,Software Tester - Germany,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,SAP OTC/SD Consultant,"
      Rendszerüzemeltető    "
MP Solutions Kft. ,Java Developer,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Product Owner (Low-code & RPA),"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,IoT Backend Developer,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,DevOps Engineer IoT Cloud,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Network & Security Engineer,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Cloud Software Engineer (with .NET),"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Medior/Senior .NET Developer,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Test Engineer,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,IT Business Analyst,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Cloud Data Engineer,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,SYSTEM ENGINEER FOR IOT DEVICE MANAGEMENT,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,SZOFTVERTESZTELÉSI CSOPORTVEZETŐ,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,Szenior Java Algoritmus Fejlesztő-Vezető Tanácsadó Rendszerek,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,Program Manager EU R&D Cooperations,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Junior/Medior/Senior/Lead Szoftver tesztautomatizáló mérnök,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Test Automation Engineer,"
      Rendszerüzemeltető    "
Trenkwalder Kft ,Kaizen (MES/IT) Munkatárs,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,Szenior Hardverfejlesztő mérnök,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,SZOFTVERTESZTELŐ MÉRNÖK - BEÁGYAZOTT TERÜLETRE,"
      Rendszerüzemeltető    "
Trenkwalder Kft ,PLC mérnök,"
      Rendszerüzemeltető    "
Trenkwalder Kft ,IT Rendszergazda,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Linux System Administrator,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,EMBEDDED SOFTWARE ARCHITECT FOR IOT SYSTEMS,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Fullstack Application Developer,"
      Rendszerüzemeltető    "
FML Parts Mechanikai Kereskedelmi Kft. ,          Kiemelt        CNC élhajlító gépkezelő / CNC programozó,"
      Rendszerüzemeltető    "
HumanField Vezető- és Specialistakiválasztó Kft. ,SAP PROJEKTVEZETŐ (16-2002),"
      Rendszerüzemeltető    "
Workplus Hungary Kft. ,Technológiai támogatót keresünk,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Software Test Engineer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,API Developer,"
      Rendszerüzemeltető    "
GI Group Hungary Kft. ,PLC technikus,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,IT specialist,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Function developer - transmission,"
      Rendszerüzemeltető    "
T-HR Kft. ,IT ADMINISTRATOR AND TRANSLATOR - Budapest,"
      Rendszerüzemeltető    "
Rába Futómû Kft. ,          Kiemelt        IT rendszergazda,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Senior Data Engineer,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Application Support Engineer,"
      Rendszerüzemeltető    "
Nemzetbiztonsági Szakszolgálat ,Biztonságtechnikai technikus,"
      Rendszerüzemeltető    "
T-HR Kft. ,Ipari szoftverfejlesztő mérnök - Veszprém,"
      Rendszerüzemeltető    "
Rába Futómû Kft. ,          Kiemelt        Tervezőmérnök,"
      Rendszerüzemeltető    "
Rába Futómû Kft. ,          Kiemelt        Gépészmérnök,"
      Rendszerüzemeltető    "
Rába Futómû Kft. ,          Kiemelt        Vezető tervező,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,TERMÉKFEJLESZTŐ MÉRNÖK KÖZPONTI VONÓ- ÉS ÜTKÖZŐ KÉSZÜLÉK ELEKTROMECHANIKAI TERÜLETÉRE,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Sustainability Business Analyst (Power BI),"
      Rendszerüzemeltető    "
HumanField Vezető- és Specialistakiválasztó Kft. ,ROBOTPROGRAMOZÓ (16-2024),"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,SZOFTVERTESZTELŐ GYAKORNOK,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,TESZTMÉRNÖK R&D MECHANICS,"
      Rendszerüzemeltető    "
Hire-One Kft. ,IT Business System Specialist,"
      Rendszerüzemeltető    "
HumanField Vezető- és Specialistakiválasztó Kft. ,BELSŐÉPÍTÉSZ (16-2001),"
      Rendszerüzemeltető    "
BECK AND PARTNERS Kft. ,PROJEKTMENEDZSER (GYÁRTÁSI TERÜLET),"
      Rendszerüzemeltető    "
Mind-Diák Szövetkezet ,Promóter,"
      Rendszerüzemeltető    "
Trenkwalder Kft ,Senior IT Auditor,"
      Rendszerüzemeltető    "
HSA Kft. ,Software Development Engineer For IOT Testbenches,"
      Rendszerüzemeltető    "
HSA Kft. ,Backend fejlesztő,"
      Rendszerüzemeltető    "
HSA Kft. ,Webfejlesztő (PHP),"
      Rendszerüzemeltető    "
HSA Kft. ,Frontend fejlesztő,"
      Rendszerüzemeltető    "
HSA Kft. ,Junior programozó,"
      Rendszerüzemeltető    "
HSA Kft. ,Junior Full Stack Developer,"
      Rendszerüzemeltető    "
IMPC Personnel Hungária Kft. ,"TESZTBERENDEZÉS FEJLESZTŐ SZOFTVERMÉRNÖK (LABVIEW, ANGOL)","
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Java Backend Developer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Frontend Developer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,IAM Engineer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Implementation Engineer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Devops Engineer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,RAN Support Engineer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,DWH - Big Data Engineer - Middleware SME,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Senior Azure Architect,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Lead Software Engineer (Java),"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,API developer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Scrum Master,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Java Software Developer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Software Engineer - Senior,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Java Software Engineer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Medior/Senior Java developer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,MS Analyst,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,DevOps Engineer,"
      Rendszerüzemeltető    "
Trenkwalder Kft ,Szoftverfejlesztő és programozó,"
      Rendszerüzemeltető    "
Mind-Diák Szövetkezet ,Jira konfigurációs gyakornok,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,DevOps Engineer,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Fullstack Java fejlesztő,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Szoftverfejlesztő mérnök - beágyazott rendszerekhez (Veszprém),"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Cybersecurity project manager,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Network engineer (Cisco),"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Senior PLM / ALM Application Engineer,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Application Support Engineer,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,IT DevOps Engineer,"
      Rendszerüzemeltető    "
Mind-Diák Szövetkezet ,Szoftvertesztelő gyakornok,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Rendszerszervező ,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Data Scientist,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Backend Developer,"
      Rendszerüzemeltető    "
MP Solutions Kft. ,Security Engineer,"
      Rendszerüzemeltető    "
MP Solutions Kft. ,Senior Software Developer (Java),"
      Rendszerüzemeltető    "
MP Solutions Kft. ,Senior Java Developer,"
      Rendszerüzemeltető    "
MP Solutions Kft. ,Hardware Engineer – Body Electronics,"
      Rendszerüzemeltető    "
MP Solutions Kft. ,Senior IT auditor,"
      Rendszerüzemeltető    "
MP Solutions Kft. ,Java fejlesztő,"
      Rendszerüzemeltető    "
T-HR Kft. ,IT TECHNIKUS - Budapest,"
      Rendszerüzemeltető    "
T-HR Kft. ,PRODUCTION SYSTEM SPECIALIST / DEVOPS ENGINEER - Budapest,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Aphex fejlesztő,"
      Rendszerüzemeltető    "
3D Infotech Kft. ,          Kiemelt        C# programmer,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,IT Portal Business Analyst (junior),"
      Rendszerüzemeltető    "
Trenkwalder Kft ,Senior Full-Stack Fejlesztő,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Backend Engineer (Scala) - protect team,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Lead Developer IoT Cloud,"
      Rendszerüzemeltető    "
Trenkwalder Kft ,Manuális Tesztelő,"
      Rendszerüzemeltető    "
Magyar Államvasutak Zrt. ,Műszaki szakértő (IP),"
      Rendszerüzemeltető    "
Magyar Államvasutak Zrt. ,Műszaki szakértő (OSS),"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Medior/Senior Test Automation Engineer,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Test Engineer - central gaming system,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Junior .NET developer,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Warranty data analyst,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Master Data Expert,"
      Rendszerüzemeltető    "
MOHAnet Zrt. ,          Kiemelt        Műszaki supportos IT rendszergazda,"
      Rendszerüzemeltető    "
Cvonline.hu ügyfél ,          Kiemelt        Mérnök (3D-s tervezésben szerzett gyakorlattal),"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Business Analyst (Store Process Digitalization),"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Test Engineer,"
      Rendszerüzemeltető    "
PBS International Kft. ,Digital Product Assistance,"
      Rendszerüzemeltető    "
PBS International Kft. ,IT Business Analyst (core banki rendszer cseréje),"
      Rendszerüzemeltető    "
PBS International Kft. ,IT Business Analyst (junior/medior),"
      Rendszerüzemeltető    "
PBS International Kft. ,IT Rendszerszervező (Bankkártya Back Office rendszerek),"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Cloud Engineer (Azure),"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Devops Engineer,"
      Rendszerüzemeltető    "
BECK AND PARTNERS Kft. ,SOFTWARE FEJLESZTŐ,"
      Rendszerüzemeltető    "
BECK AND PARTNERS Kft. ,TEST AUTOMATION ENGINEER,"
      Rendszerüzemeltető    "
BECK AND PARTNERS Kft. ,SENIOR SAP ABAP FEJLESZTŐ,"
      Rendszerüzemeltető    "
BECK AND PARTNERS Kft. ,SENIOR .NET FEJLESZTŐ,"
      Rendszerüzemeltető    "
Központi Statisztikai Hivatal ,          Kiemelt         IT főosztályvezető,"
      Rendszerüzemeltető    "
My HR Team Személyzeti Szolgáltató Kft. ,Vonalkód ellenőr,"
      Rendszerüzemeltető    "
PBS International Kft. ,Senior Azure Cloud Architect,"
      Rendszerüzemeltető    "
PBS International Kft. ,Senior Azure DevOps Engineer,"
      Rendszerüzemeltető    "
PBS International Kft. ,Senior Big Data Engineer / DWH / Middleware SME,"
      Rendszerüzemeltető    "
PBS International Kft. ,Senior/Medior Full Stack Developer,"
      Rendszerüzemeltető    "
PBS International Kft. ,Senior Quality Assurance Lead,"
      Rendszerüzemeltető    "
PBS International Kft. ,Senior Security Architect,"
      Rendszerüzemeltető    "
Randstad Hungary Kft. ,Senior Internet Analyst,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Fullstack Developer,"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,Junior Fullstack Developer,"
      Rendszerüzemeltető    "
GI Group Hungary Kft. ,PLC programozó,"
      Rendszerüzemeltető    "
GI Group Hungary Kft. ,PLC programozó (junior/senior),"
      Rendszerüzemeltető    "
GI Group Hungary Kft. ,Junior PLC programozó,"
      Rendszerüzemeltető    "
GI Group Hungary Kft. ,PLC technikus (tapasztalt vagy pályakezdő) ,"
      Rendszerüzemeltető    "
My HR Team Személyzeti Szolgáltató Kft. ,Vonalkód ellenőr,"
      Rendszerüzemeltető    "
GI Group Hungary Kft. ,Vezérlés technikus,"
      Rendszerüzemeltető    "
Diehl Aviation ,          Kiemelt        Specialist Engineer (Debrecen),"
      Rendszerüzemeltető    "
Diehl Aviation ,          Kiemelt        TECHNICAL AUTHOR (DEBRECEN),"
      Rendszerüzemeltető    "
HAYS Hungary Kft. ,SAP Basis Consultant,"
      Rendszerüzemeltető    "
thyssenkrupp Components Technology Hungary Kft. ,Test Engineer (Jira),"
      Rendszerüzemeltető    "
MÁV Szolgáltató Központ Zrt. ,IT HD technikus,"
      Rendszerüzemeltető    "
AppSupport Kft. ,Frontdesk manager,"
      Rendszerüzemeltető    "
Melon HR Technology Kft. ,IT Rendszergazda,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,HARDVERFEJLESZTŐ VILLAMOSMÉRNÖK GYAKORNOK (BC CSAP),"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,LABVIEW PROGRAMOZÓ GYAKORNOK,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,PROJEKT KOORDINÁCIÓS ÉS ADMINISZTRÁCIÓS GYAKORNOK,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,FOLYAMATMÉRNÖK GYAKORNOK,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,BEÁGYAZOTT SZOFTVERFEJLESZTŐ GYAKORNOK,"
      Rendszerüzemeltető    "
Humán Centrum Kft. ,Informatikus,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Test Engineer – Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Full-Stack .NET Developer – Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,MODELLEZÉS VASÚTI FÉKVEZÉRLŐ SZELEPEKRE - GYAKORNOK,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,SZOFTVERFEJLESZTŐ GYAKORNOK – TOPCO,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,C# TESZTELŐ GYAKORNOK – VASÚTI VEZETŐ TANÁCSADÓ RENDSZEREK,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,BIZTONSÁGI ÉS ADATVÉDELMI GYAKORNOK,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,RENDSZER TESZTMÉRNÖK GYAKORNOK,"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,SZOFTVERFEJLESZTŐ GYAKORNOK – TOPCO,"
      Rendszerüzemeltető    "
Hire-One Kft. ,Senior PowerBI Specialista (Győr),"
      Rendszerüzemeltető    "
Knorr-Bremse Rail Systems Budapest ,Software development Engineer for Iot Testbenches,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior IT Infrastructure Projektmanager - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Presales System Engineer – Budapest II./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP Functional Consultant S/4 HANA (QM/PM) module -  Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Network Engineer - Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP Functional Consultant S/4 HANA (CO) module -  Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Data Migration Manager - Budapest IX./Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SOC Use Case Analyst – Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Project Manager (SAP) – Budapest IX./Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Data Migration Consultant (FI/CO/MM) - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Data Privacy IT Specialist – Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,"Functional Consultant, MES - Remote","
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Backup Storage Engineer -  Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mid/Senior Node.JS Developer – Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP Functional Consultant S/4 HANA (PP) module -  Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Data Migration Manager – Budapest IX./ Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Junior/Medior Service Management Consultant - Székesfehérvár/ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior Network Architect - Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Microsoft System Enginner – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Network System Administrator (Budapest IX./Hybrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Junior Software Engineer (Java) – Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP Procurement and Inventory Consultant - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Sr. Manual  Tester - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SOC Analyst - Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud System Engineer – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Software Engineert  - Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,ICS SOC Lead Analyst (Budapest IX./Hybrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Software Architect (Golang) - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior Software Engineer (Java) – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mid/Senior Frontend Developer - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Test Automation Engineer – Budapest /Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Medior .NET Full-Stack Developer (Budapest II./Hybrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,"Embedded Software Developer (C#/C, C++, LabView) – Remote","
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Native DevOps Engineer – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,L3 Security Analyst (Budapest IX./ Hybrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Sr. Oracle Database Administrator – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Sharepoint Administrator  - Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP VIM Architect - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,MAC System Engineer – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Functional Consultant (IAM) – Budapest/ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Medior C# Full-Stack Developer – Budapest II./ Hybid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mid .NET Full-stack Developer - Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,MAC Engineer – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior Oracle DBA – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,MS System Enginner – Budapest IX./ Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Front-end developer - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,React Developer - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Software Test Engineer – Budapest VII. /Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,ICS SOC Lead Analyst - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP Procurement and Inventory Consultant - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP Vendor Invoice Management  Architect - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Gloster Infokommunikációs Nyrt. ,Rendszergazda és support munkatárs,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Software Architect (Golang) - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,"Embedded Software Engineer (C#/C, C++, LabView) - Remote","
      Rendszerüzemeltető    "
Hire-One Kft. ,CAD and Application Engineer,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Network System Engineer - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Network Administrator - (Budapest IX./Hybrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Service Management Consultant - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Test Automation - Budapest IX./Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,"Embedded Software Engineert (LabView, C#) - Remote","
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Junior Java Developer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Fullstack C# Software Engineer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Embedded Software Engineer - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Go Developer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,ABAP Developer,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SOC Analyst - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,L3 Security Analyst (Budapest IX./ Hybrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Junior IT Security Analyst - Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mid/Senior Software Test Engineer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Engineer CI/CD  - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Junior IT Security Analyst - Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,L3 Security Analyst (Budapest IX./ Hybrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Data Migration Manager - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mainframe System Engineer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SOC Analyst (Budapest IX./ Hybrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Software Engineer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Ops System Engineer - Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Native DevOps Engineer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Medior .NET developer - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Functional Analyst IAM - Hibrid,"
      Rendszerüzemeltető    "
RS-LINE Kft. ,CNC forgácsoló,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Sharepoint Administrator - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior Java Developer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Functional analyst (IAM),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Java Architect/Tech Lead - Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Java Developer (Budapest IX.) - Hybrid,"
      Rendszerüzemeltető    "
