ID,Main,Location,Corporation,Salary,Href,Date
32,DevOps Engineer - TPP/freelance (Ref. č.: 1-16-40954),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1297293/devops-engineer-tpp-freelance-ref-c-1-16-40954-,2023-02-19
33,"Network Security Engineer – Check Point, F5 - TPP/freelance (Ref. č.: 1-15-40955)",Bratislava,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1297291/network-security-engineer-check-point-f5-tpp-freelance-ref-c-1-15-40955-,2023-02-19
34,"Network Security Engineer – Cisco, TPP/freelance (Ref. č.: 1-15-40956)",Bratislava,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1297289/network-security-engineer-cisco-tpp-freelance-ref-c-1-15-40956-,2023-02-19
35,Java SW Developer (Ref. č.: 1-16-38107),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1297185/java-sw-developer-ref-c-1-16-38107-,2023-02-19
36,Salesforce Developer,,IBM, 1 900 EUR/mesiac,pracovna-ponuka/1079229/salesforce-developer,2023-02-19
37,Aplikačný a systémový administrátor (m/ž),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 000 EUR/mesiac,pracovna-ponuka/1313127/aplikacny-a-systemovy-administrator-m-z-,2023-02-19
38,Cyber Security Expert (m/ž),Slovenská republika,Slovak Telekom, 3 200 EUR/mesiac,pracovna-ponuka/1323545/cyber-security-expert-m-z-,2023-02-19
39,Oracle Cloud Developer,Bratislava,IBM, 2 200 EUR/mesiac,pracovna-ponuka/1078969/oracle-cloud-developer,2023-02-19
40,Dynamics 365 Developer for unique projects ,,IBM, 2 300 EUR/mesiac,pracovna-ponuka/995313/dynamics-365-developer-for-unique-projects,2023-02-19
41,Junior IT Špecialista,Bratislava,IBM, 1 350 EUR/mesiac,pracovna-ponuka/970785/junior-it-specialista,2023-02-19
42,Operátor výroby v Trnave so mzdou až 1280€ + ubytovanie zabezpečené!,"Trnavský kraj, Nitriansky kraj",TRANSFER International Staff k.s.,,pracovna-ponuka/1323285/operator-vyroby-v-trnave-so-mzdou-az-1280-ubytovanie-zabezpecene,2023-02-19
43,IT Trainee,Bratislava,IBM, 1 400 EUR/mesiac,pracovna-ponuka/1002615/it-trainee,2023-02-19
44,Experienced Siebel/ CRM Consultant,Bratislava,IBM, 2 500 EUR/mesiac,pracovna-ponuka/997873/experienced-siebel-crm-consultant,2023-02-19
45,Azure Developer to Microsoft team,"Bratislavský kraj, Banskobystrický kraj, Košický kraj, Bratislava, Banská Bystrica, Košice",IBM, 2 200 EUR/mesiac,pracovna-ponuka/997719/azure-developer-to-microsoft-team,2023-02-19
46,SAP ABAP/Fiori/UI5 Developer,"Bratislavský kraj, Košický kraj, Bratislava, Košice",IBM, 2 500 EUR/mesiac,pracovna-ponuka/983795/sap-abap-fiori-ui5-developer,2023-02-19
47,Salesforce Digital Marketer,"Bratislavský kraj, Košický kraj, Bratislava, Košice",IBM, 1 900 EUR/mesiac,pracovna-ponuka/973869/salesforce-digital-marketer,2023-02-19
48,SAP Consultant,"Bratislavský kraj, Banskobystrický kraj, Košický kraj, Bratislava, Banská Bystrica, Košice",IBM, 2 500 EUR/mesiac,pracovna-ponuka/938514/sap-consultant,2023-02-19
49,Microsoft Azure Data Engineer,"Bratislavský kraj, Banskobystrický kraj, Košický kraj, Bratislava, Banská Bystrica, Košice",IBM, 2 200 EUR/mesiac,pracovna-ponuka/997717/microsoft-azure-data-engineer,2023-02-19
50,IT Testing Coordinator (Ref. č.: 1-16-41342),Bratislava,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1310049/it-testing-coordinator-ref-c-1-16-41342-,2023-02-19
51,Python Developer (Ref. č.: 1-16-41484),Košice,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1314920/python-developer-ref-c-1-16-41484-,2023-02-19
52,DevOps Manager/Engineer (Ref. č.: 1-16-41305),Bratislava,Grafton Slovakia s.r.o., 3 500 EUR/mesiac,pracovna-ponuka/1309947/devops-manager-engineer-ref-c-1-16-41305-,2023-02-19
53,Business Analyst (Ref. č.: 1-16-40415),Košice,Grafton Slovakia s.r.o., 1 300 EUR/mesiac,pracovna-ponuka/1140565/business-analyst-ref-c-1-16-40415-,2023-02-19
54,Senior Python Developer (Ref. č.: 1-16-40397),Košice,Grafton Slovakia s.r.o., 2 700 EUR/mesiac,pracovna-ponuka/1140563/senior-python-developer-ref-c-1-16-40397-,2023-02-19
55,"Tech Expert in C# - TPP, REMOTE (Ref. č.: 1-16-39901)",Košice,Grafton Slovakia s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1123811/tech-expert-in-c-tpp-remote-ref-c-1-16-39901-,2023-02-19
56,Senior Frontend Developer - Angular (Ref. č.: 1-16-40396),Košice,Grafton Slovakia s.r.o., 2 700 EUR/mesiac,pracovna-ponuka/1140541/senior-frontend-developer-angular-ref-c-1-16-40396-,2023-02-19
57,Junior platform Solution engineer - vhodné pre absolventov! (Ref. č.: 1-16-40319),Bratislava,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1140537/junior-platform-solution-engineer-vhodne-pre-absolventov-ref-c-1-16-40319-,2023-02-19
58,"Software Architect - TPP, REMOTE (Ref. č.: 1-16-39902)",Košice,Grafton Slovakia s.r.o., 3 300 EUR/mesiac,pracovna-ponuka/1123633/software-architect-tpp-remote-ref-c-1-16-39902-,2023-02-19
59,Windows-based Application Specialist (Ref. č.: 1-16-41591),Bratislava,Grafton Slovakia s.r.o., 2 100 EUR/mesiac,pracovna-ponuka/1318362/windows-based-application-specialist-ref-c-1-16-41591-,2023-02-19
60,Cloud services Senior Engineer (m/f),Slovenská republika,Slovak Telekom, 2 400 EUR/mesiac,pracovna-ponuka/1308195/cloud-services-senior-engineer-m-f-,2023-02-19
61,Test Automation Specialist,Bratislava,IBM, 2 500 EUR/mesiac,pracovna-ponuka/1164165/test-automation-specialist,2023-02-19
62,SAP špecialista (Ref. č.: 2-15-41596),Nitra,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1318394/sap-specialista-ref-c-2-15-41596-,2023-02-19
63,Senior AWS Database Administrator (Ref. č.: 1-16-39621),Bratislava,Grafton Slovakia s.r.o., 2 800 EUR/mesiac,pracovna-ponuka/1115905/senior-aws-database-administrator-ref-c-1-16-39621-,2023-02-19
64,DevOps Manager/Engineer (Ref. č.: 1-12-41305),Bratislava,Grafton Slovakia s.r.o., 3 500 EUR/mesiac,pracovna-ponuka/1309331/devops-manager-engineer-ref-c-1-12-41305-,2023-02-19
65,SAP ABAP SENIOR DEVELOPER (Ref. č.: 1-16-36075),Bratislava,Grafton Slovakia s.r.o., 2 600 EUR/mesiac,pracovna-ponuka/1147887/sap-abap-senior-developer-ref-c-1-16-36075-,2023-02-19
66,SAP WM / eWM SENIOR KONZULTANT (Ref. č.: 1-16-36076),Bratislava,Grafton Slovakia s.r.o., 2 600 EUR/mesiac,pracovna-ponuka/1131739/sap-wm-ewm-senior-konzultant-ref-c-1-16-36076-,2023-02-19
67,C++/Python Developer so záujmom o meteorológiu (Ref. č.: 1-16-40126),Bratislava,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1129823/c-python-developer-so-zaujmom-o-meteorologiu-ref-c-1-16-40126-,2023-02-19
68,Web developer (Javascript & Typescript) - junior/medior (Ref. č.: 1-16-40130),Bratislava,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1129773/web-developer-javascript-typescript-junior-medior-ref-c-1-16-40130-,2023-02-19
69,SW Developer (.NET) (Ref. č.: 1-16-40140),Bratislava,Grafton Slovakia s.r.o., 2 400 EUR/mesiac,pracovna-ponuka/1129713/sw-developer-net-ref-c-1-16-40140-,2023-02-19
70,Systémový/DevOps inžinier (Ref. č.: 1-16-39808),Košice,Grafton Slovakia s.r.o., 2 700 EUR/mesiac,pracovna-ponuka/1120343/systemovy-devops-inzinier-ref-c-1-16-39808-,2023-02-19
71,SAP konzultant (Ref. č.: 2-15-41776),Prešov,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1323689/sap-konzultant-ref-c-2-15-41776-,2023-02-19
72,QA Automation Engineer (Ref. č.: 1-16-39103),Košice,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1096715/qa-automation-engineer-ref-c-1-16-39103-,2023-02-19
73,C#/.NET Programátor (aj živnosť/s.r.o.+ remote) (Ref. č.: 1-16-36102),Bratislava,Grafton Slovakia s.r.o., 2 300 EUR/mesiac,pracovna-ponuka/1078463/c-net-programator-aj-zivnost-s-r-o-remote-ref-c-1-16-36102-,2023-02-19
74,IT Security Manager (Ref. č.: 1-16-41564),Bratislava,Grafton Slovakia s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1317760/it-security-manager-ref-c-1-16-41564-,2023-02-19
75,SAP FI/CO SENIOR KONZULTANT (Ref. č.: 1-16-36074),Bratislava,Grafton Slovakia s.r.o., 2 600 EUR/mesiac,pracovna-ponuka/1147645/sap-fi-co-senior-konzultant-ref-c-1-16-36074-,2023-02-19
76,IT Tester (Ref. č.: 1-15-40556),Bratislava,Grafton Slovakia s.r.o., 1 300 EUR/mesiac,pracovna-ponuka/1147577/it-tester-ref-c-1-15-40556-,2023-02-19
77,Špecialista GIS/AMS -plošný monitorovací systém,Bratislava,Pôdohospodárska platobná agentúra, 1 299 EUR/mesiac,pracovna-ponuka/1323891/specialista-gis-ams-plosny-monitorovaci-system,2023-02-19
78,Data analyst (banking sector) (Ref. č.: 1-15-41392),Bratislava,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1314236/data-analyst-banking-sector-ref-c-1-15-41392-,2023-02-19
79,Programátor CNC strojov,"Okres Komárno, Komárno, Kolárovo",KolArms s.r.o., 1 200 EUR/mesiac,pracovna-ponuka/1319712/programator-cnc-strojov,2023-02-19
80,Financial Crime Investigations Expert (all genders welcome),"Rakúsko, Európska únia",paysafecard.com Wertkarten GmbH, 3 214 EUR/mesiac,pracovna-ponuka/1322107/financial-crime-investigations-expert-all-genders-welcome-,2023-02-19
81,"[Senior] Product Manager, Activation (all genders welcome)","Rakúsko, Európska únia",paysafecard.com Wertkarten GmbH, 3 920 EUR/mesiac,pracovna-ponuka/1322105/-senior-product-manager-activation-all-genders-welcome-,2023-02-19
82,SAP PM SENIOR KONZULTANT (Ref. č.: 1-16-36073),Bratislava,Grafton Slovakia s.r.o., 2 600 EUR/mesiac,pracovna-ponuka/1130175/sap-pm-senior-konzultant-ref-c-1-16-36073-,2023-02-19
83,Delphi developer - príležitosť aj pre juniora,Banská Bystrica,TRIGON Consulting s.r.o., 1 100 EUR/mesiac,pracovna-ponuka/1321971/delphi-developer-prilezitost-aj-pre-juniora,2023-02-19
84,Salesforce Consultant,,IBM, 1 900 EUR/mesiac,pracovna-ponuka/1079227/salesforce-consultant,2023-02-19
85,Pracuj v Nitre v stabilnej firme na 3 alebo 4 zmeny: Operátor výroby s platom 1250€ mesačne!,"Šaľa, Nové Zámky, Levice, Sereď, Galanta, Šurany, Vráble",TRANSFER International Staff k.s.,,pracovna-ponuka/1321769/pracuj-v-nitre-v-stabilnej-firme-na-3-alebo-4-zmeny-operator-vyroby-s-platom-1250-mesacne,2023-02-19
86,Java developer - príležitosť pre juniora,"Banskobystrický kraj, Banská Bystrica",TRIGON Consulting s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1321661/java-developer-prilezitost-pre-juniora,2023-02-19
87,Python developer (m/ž),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 000 EUR/mesiac,pracovna-ponuka/1321657/python-developer-m-z-,2023-02-19
88,Systémový admin - IT junior (Ref. č.: 2-15-41750),Nitra,Grafton Slovakia s.r.o., 1 500 EUR/mesiac,pracovna-ponuka/1322827/systemovy-admin-it-junior-ref-c-2-15-41750-,2023-02-19
89,Application Administrator (Ref. č.: 1-16-41096),Košice,Grafton Slovakia s.r.o., 1 300 EUR/mesiac,pracovna-ponuka/1302641/application-administrator-ref-c-1-16-41096-,2023-02-19
90,Senior IT Project Manager,Bratislava,IBM, 3 500 EUR/mesiac,pracovna-ponuka/1120295/senior-it-project-manager,2023-02-19
91,Experienced Data Engineer (for a unique project),Bratislava,IBM, 3 500 EUR/mesiac,pracovna-ponuka/1012235/experienced-data-engineer-for-a-unique-project-,2023-02-19
92,Senior Salesforce Developer,"Bratislavský kraj, Banskobystrický kraj, Košický kraj, Bratislava, Banská Bystrica, Košice",IBM, 2 800 EUR/mesiac,pracovna-ponuka/938515/senior-salesforce-developer,2023-02-19
93,"Network Security Engineer (junior, medior, senior) (Ref. č.: 1-15-40798)",Bratislava,Grafton Slovakia s.r.o., 1 600 EUR/mesiac,pracovna-ponuka/1290687/network-security-engineer-junior-medior-senior-ref-c-1-15-40798-,2023-02-19
94,Laravel Developer (Fintech),Bratislava,"WORLD BUSINESS PRESS online, a.s.", 2 500 EUR/mesiac,pracovna-ponuka/1323323/laravel-developer-fintech-,2023-02-19
95,"Senior systémový & aplikačný administrator(Windows/Linux)- TPP, REMOTE (Ref. č.: 1-16-39789)",Nitra,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1138505/senior-systemovy-aplikacny-administrator-windows-linux-tpp-remote-ref-c-1-16-39789-,2023-02-19
96,Senior BE .NET/C# Developer s presahom na FE (Ref. č.: 1-16-39366),Košice,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1095091/senior-be-net-c-developer-s-presahom-na-fe-ref-c-1-16-39366-,2023-02-19
97,MEST IT Junior (Ref. č.: 1-15-41554),Skalica,Grafton Slovakia s.r.o., 1 600 EUR/mesiac,pracovna-ponuka/1317084/mest-it-junior-ref-c-1-15-41554-,2023-02-19
98,QlikView Developer (Ref. č.: 1-16-41546),Košice,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1317082/qlikview-developer-ref-c-1-16-41546-,2023-02-19
99,Fullstack developer (m/ž),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 800 EUR/mesiac,pracovna-ponuka/1307115/fullstack-developer-m-z-,2023-02-19
100,DEVOPS ENGINEER  - PL/SQL developer (m/ž),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 000 EUR/mesiac,pracovna-ponuka/1307113/devops-engineer-pl-sql-developer-m-z-,2023-02-19
101,Operátor výroby v Nitre na 3 alebo 4 zmeny: 1250€/mesačne!,"Šaľa, Levice, Sereď, Galanta, Šurany, Vráble",TRANSFER International Staff k.s.,,pracovna-ponuka/1321329/operator-vyroby-v-nitre-na-3-alebo-4-zmeny-1250-mesacne,2023-02-19
102,Angular Developer (Ref. č.: 1-16-41267),Košice,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1307975/angular-developer-ref-c-1-16-41267-,2023-02-19
103,Databázový špecialista - migrácie (TPP/ živnosť a s možnosťou práce full remote) (Ref. č.: 1-16-41361),Bratislava,Grafton Slovakia s.r.o., 2 100 EUR/mesiac,pracovna-ponuka/1316924/databazovy-specialista-migracie-tpp-zivnost-a-s-moznostou-prace-full-remote-ref-c-1-16-41361-,2023-02-19
104,JAVA Developer  (m/f),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 500 EUR/mesiac,pracovna-ponuka/1306807/java-developer-m-f-,2023-02-19
105,Java Developer pre Digital IT (m/ž),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 000 EUR/mesiac,pracovna-ponuka/1119087/java-developer-pre-digital-it-m-z-,2023-02-19
106,SAP master data administrator (Ref. č.: 131-15-41734),Skalica,Grafton Slovakia s.r.o., 1 600 EUR/mesiac,pracovna-ponuka/1322517/sap-master-data-administrator-ref-c-131-15-41734-,2023-02-19
107,Java developer - TPP/živnosť & REMOTE (Ref. č.: 1-16-41374),Bratislava,Grafton Slovakia s.r.o., 1 900 EUR/mesiac,pracovna-ponuka/1311803/java-developer-tpp-zivnost-remote-ref-c-1-16-41374-,2023-02-19
108,Software Architect .NET/SQL Server,Bratislava,PŘEDVÝBĚR.CZ s.r.o., 2 800 EUR/mesiac,pracovna-ponuka/1311241/software-architect-net-sql-server,2023-02-19
109,DATA ENGINEER (AI team) (m/ž),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 500 EUR/mesiac,pracovna-ponuka/1321003/data-engineer-ai-team-m-z-,2023-02-19
110,Programátor COBOL,Bratislava,Sociálna poisťovňa, 2 000 EUR/mesiac,pracovna-ponuka/1301871/programator-cobol,2023-02-19
111,DevOps Junior,Bratislava,Sociálna poisťovňa, 1 900 EUR/mesiac,pracovna-ponuka/1310181/devops-junior,2023-02-19
112,Analytik IT - CIPS,Bratislava,Sociálna poisťovňa, 1 800 EUR/mesiac,pracovna-ponuka/1310179/analytik-it-cips,2023-02-19
113,Analytik IT - SDS,Bratislava,Sociálna poisťovňa, 1 800 EUR/mesiac,pracovna-ponuka/1310145/analytik-it-sds,2023-02-19
114,Cloud Developer,Bratislava,IBM, 2 300 EUR/mesiac,pracovna-ponuka/1311787/cloud-developer,2023-02-19
115,DevSecOps Engineer,Bratislava,IBM, 2 800 EUR/mesiac,pracovna-ponuka/1311737/devsecops-engineer,2023-02-19
116,Application Architect,Bratislava,IBM, 3 800 EUR/mesiac,pracovna-ponuka/1311721/application-architect,2023-02-19
117,Java Developer (banking sector) (Ref. č.: 1-16-39481),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1301653/java-developer-banking-sector-ref-c-1-16-39481-,2023-02-19
118,Start your career with Adobe!,Bratislava,IBM, 1 600 EUR/mesiac,pracovna-ponuka/1320340/start-your-career-with-adobe,2023-02-19
119,Adobe Consultant,Bratislava,IBM, 1 900 EUR/mesiac,pracovna-ponuka/1320338/adobe-consultant,2023-02-19
120,Adobe Developer,Bratislava,IBM, 1 900 EUR/mesiac,pracovna-ponuka/1320336/adobe-developer,2023-02-19
121,Adobe Senior Consultant,Bratislava,IBM, 2 800 EUR/mesiac,pracovna-ponuka/1320334/adobe-senior-consultant,2023-02-19
122,SW Test Engineer (Ref. č.: 1-16-41445),Košice,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1312821/sw-test-engineer-ref-c-1-16-41445-,2023-02-19
123,Java Developer,Bratislava,IBM, 2 300 EUR/mesiac,pracovna-ponuka/1311349/java-developer,2023-02-19
124,React Programátor - FULL REMOTE (Ref. č.: 131-16-41704),Slovenská republika,Grafton Slovakia s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1321841/react-programator-full-remote-ref-c-131-16-41704-,2023-02-19
125,Spracovateľ študijných podkladov pre VŠ práce,"Práca z domu, Košický kraj, Bratislava, Trnava, Banská Bystrica, Košice, Prešov, Žilina, Nitra, Trenčín",Ellmer s.r.o.,0 EUR/h,pracovna-ponuka/1137553/spracovatel-studijnych-podkladov-pre-vs-prace,2023-02-19
126,Aplikačný programátor,"Okres Senica, Senica",Ivan Kozák K&H, 760 EUR/mesiac,pracovna-ponuka/1310563/aplikacny-programator,2023-02-19
127,Cloud Operations Specialist (Ref. č.: 1-15-41220),Bratislava,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1307475/cloud-operations-specialist-ref-c-1-15-41220-,2023-02-19
128,Junior Microsoft .NET/C#/CRM Developer,"Bratislavský kraj, Banskobystrický kraj, Košický kraj, Bratislava, Banská Bystrica, Košice",IBM, 1 350 EUR/mesiac,pracovna-ponuka/938513/junior-microsoft-net-c-crm-developer,2023-02-19
129,PHP Developer (m/ž),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 000 EUR/mesiac,pracovna-ponuka/1142059/php-developer-m-z-,2023-02-19
130,Data Analyst (Ref. č.: 1-16-39980),Bratislava,Grafton Slovakia s.r.o., 1 900 EUR/mesiac,pracovna-ponuka/1290759/data-analyst-ref-c-1-16-39980-,2023-02-19
131,SAP Key user (Ref. č.: 1-16-40848),Senica,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1290721/sap-key-user-ref-c-1-16-40848-,2023-02-19
132,Business Analyst (Ref. č.: 1-15-40544),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1290697/business-analyst-ref-c-1-15-40544-,2023-02-19
133,"Security application administrator with Cyberark - TPP, REMOTE (Ref. č.: 1-16-39788)",Prešov,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1118463/security-application-administrator-with-cyberark-tpp-remote-ref-c-1-16-39788-,2023-02-19
134,"Programátor robotov ABB, PLC Siemens","Okres Liptovský Mikuláš, Liptovský Mikuláš",AUTOMATICA s. r. o., 1 600 EUR/mesiac,pracovna-ponuka/996405/programator-robotov-abb-plc-siemens,2023-02-19
135,Business Data Analyst (Ref. č.: 2-15-41708),Zlaté Moravce,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1321321/business-data-analyst-ref-c-2-15-41708-,2023-02-19
136,Aplikačný administrátor/inžinier (Ref. č.: 1-16-41058),Bratislava,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1301177/aplikacny-administrator-inzinier-ref-c-1-16-41058-,2023-02-19
137,Java Programátor (Ref. č.: 1-16-40120),Košice,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1297241/java-programator-ref-c-1-16-40120-,2023-02-19
138,Java Developer,Bratislava,Bencor s.r.o.,,pracovna-ponuka/1321893/java-developer,2023-02-19
