ID,Main,Location,Corporation,Salary,Href,Date
24,Senior .NET Developer,Bratislava,EuroView s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1330843/senior-net-developer,2023-04-06
25,IT Test Manager/REMOTE (Ref. č.: 1-16-41599),Bratislava,Grafton Slovakia s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1319336/it-test-manager-remote-ref-c-1-16-41599-,2023-04-06
26,Web analytik (kontrakt na 9 mesiacov) (Ref. č.: 1-19-42092),Bratislava,Grafton Slovakia s.r.o., 1 500 EUR/mesiac,pracovna-ponuka/1331877/web-analytik-kontrakt-na-9-mesiacov-ref-c-1-19-42092-,2023-04-06
27,IT Administrátor|BA (Ref. č.: 1-16-41639),Bratislava,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1321227/it-administratorba-ref-c-1-16-41639-,2023-04-06
28,"AWS Administrator - TPP, REMOTE (Ref. č.: 1-16-41172)",Nitra,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1306713/aws-administrator-tpp-remote-ref-c-1-16-41172-,2023-04-06
29,IT System Administrator (Ref. č.: 1-15-41698),Bratislava,Grafton Slovakia s.r.o., 1 200 EUR/mesiac,pracovna-ponuka/1321007/it-system-administrator-ref-c-1-15-41698-,2023-04-06
30,IT test konzultant s nemeckým jazykom (Ref. č.: 1-16-41366),Bratislava,Grafton Slovakia s.r.o., 1 400 EUR/mesiac,pracovna-ponuka/1311869/it-test-konzultant-s-nemeckym-jazykom-ref-c-1-16-41366-,2023-04-06
31,Java Expert- TPP/živnosť & REMOTE (Ref. č.: 1-16-41375),Bratislava,Grafton Slovakia s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1311867/java-expert-tpp-zivnost-remote-ref-c-1-16-41375-,2023-04-06
32,DevOps Engineer - TPP/živnosť & REMOTE (Ref. č.: 1-15-41360),Bratislava,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1311801/devops-engineer-tpp-zivnost-remote-ref-c-1-15-41360-,2023-04-06
33,Frontend programátor (React & Vue.js) (Ref. č.: 1-16-41393),Bratislava,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1311783/frontend-programator-react-vue-js-ref-c-1-16-41393-,2023-04-06
34,PHP Programátor - FULL REMOTE (Ref. č.: 1-16-41627),Košice,Grafton Slovakia s.r.o., 2 700 EUR/mesiac,pracovna-ponuka/1320632/php-programator-full-remote-ref-c-1-16-41627-,2023-04-06
35,Test developer (Python) (Ref. č.: 1-16-40129),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1134355/test-developer-python-ref-c-1-16-40129-,2023-04-06
36,"Automatizovaný tester  (TPP, REMOTE) (Ref. č.: 1-16-37782)",Košice,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1071367/automatizovany-tester-tpp-remote-ref-c-1-16-37782-,2023-04-06
37,Špecialista sieťovej bezpečnosti (Ref. č.: 131-16-41820),Bratislava,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1325835/specialista-sietovej-bezpecnosti-ref-c-131-16-41820-,2023-04-06
38,Špecialista na správu cloudových riešení (Ref. č.: 1-15-41220),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1307475/specialista-na-spravu-cloudovych-rieseni-ref-c-1-15-41220-,2023-04-06
39,IT špecialista,"Okres Nitra, Nitra",Ubique Systems SK s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1333095/it-specialista,2023-04-06
40,Lead Project Administrator,Bratislava,EPAM Systems s.r.o., 2 800 EUR/mesiac,pracovna-ponuka/1322371/lead-project-administrator,2023-04-06
41,Špecialista marketingových propozícií pre fixné B2C služby (m/ž),"Slovenská republika, Bratislavský kraj, Bratislava",Slovak Telekom, 2 500 EUR/mesiac,pracovna-ponuka/1329463/specialista-marketingovych-propozicii-pre-fixne-b2c-sluzby-m-z-,2023-04-06
42,Senior analytik,Bratislava,Sociálna poisťovňa, 2 500 EUR/mesiac,pracovna-ponuka/1329387/senior-analytik,2023-04-06
43,"IT tester/-ka s nemeckým jazykom - TPP, REMOTE (Ref. č.: 1-16-39791)",Nitra,Grafton Slovakia s.r.o., 1 600 EUR/mesiac,pracovna-ponuka/1118107/it-tester-ka-s-nemeckym-jazykom-tpp-remote-ref-c-1-16-39791-,2023-04-06
44,Compliance Engineer (Ref. č.: 131-15-42008),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1330241/compliance-engineer-ref-c-131-15-42008-,2023-04-06
45,Cybersecurity Engineer (Ref. č.: 131-15-42007),Košice,Grafton Slovakia s.r.o., 2 700 EUR/mesiac,pracovna-ponuka/1330239/cybersecurity-engineer-ref-c-131-15-42007-,2023-04-06
46,Senior C++ Software Developer (Ref. č.: 131-16-42006),Košice,Grafton Slovakia s.r.o., 2 800 EUR/mesiac,pracovna-ponuka/1330237/senior-c-software-developer-ref-c-131-16-42006-,2023-04-06
47,Test Developer (Ref. č.: 131-15-42001),Bratislava,Grafton Slovakia s.r.o., 2 400 EUR/mesiac,pracovna-ponuka/1330235/test-developer-ref-c-131-15-42001-,2023-04-06
48,"Obchodný dispečer/práca vhodná pre študentov, absolventov s technickým zameraním/",Bratislava,PROPLUSCO spol.s r.o., 1 700 EUR/mesiac,pracovna-ponuka/1330139/obchodny-dispecer-praca-vhodna-pre-studentov-absolventov-s-technickym-zameranim-,2023-04-06
49,SAP key user (Ref. č.: 131-10-41951),Skalica,Grafton Slovakia s.r.o., 1 350 EUR/mesiac,pracovna-ponuka/1330021/sap-key-user-ref-c-131-10-41951-,2023-04-06
50,Vývojár 2D/3D CAD systémov (Ref. č.: 131-16-41957),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1330019/vyvojar-2d-3d-cad-systemov-ref-c-131-16-41957-,2023-04-06
51,Cyber Security Expert (m/ž),Slovenská republika,Slovak Telekom, 3 200 EUR/mesiac,pracovna-ponuka/1323545/cyber-security-expert-m-z-,2023-04-06
52,IT Tester|REMOTE|znalosť UML (Ref. č.: 1-16-41605),Bratislava,Grafton Slovakia s.r.o., 1 200 EUR/mesiac,pracovna-ponuka/1319340/it-testerremoteznalost-uml-ref-c-1-16-41605-,2023-04-06
53,Senior IT Analytik (Ref. č.: 1-15-41604),Bratislava,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1319338/senior-it-analytik-ref-c-1-15-41604-,2023-04-06
54,IT Architect (Ref. č.: 1-16-41598),Bratislava,Grafton Slovakia s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1319332/it-architect-ref-c-1-16-41598-,2023-04-06
55,SLA Manager (Ref. č.: 1-15-41602),Bratislava,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1319330/sla-manager-ref-c-1-15-41602-,2023-04-06
56,IT projektový manažér (Ref. č.: 1-15-41603),Bratislava,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1319328/it-projektovy-manazer-ref-c-1-15-41603-,2023-04-06
57,IT Analytik - Team Leader (Ref. č.: 1-15-41609),Bratislava,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1319326/it-analytik-team-leader-ref-c-1-15-41609-,2023-04-06
58,Oracle Cloud Developer,Bratislava,IBM, 2 200 EUR/mesiac,pracovna-ponuka/1078969/oracle-cloud-developer,2023-04-06
59,Dynamics 365 Developer for unique projects ,Bratislava,IBM, 2 300 EUR/mesiac,pracovna-ponuka/995313/dynamics-365-developer-for-unique-projects,2023-04-06
60,Junior IT Špecialista,Bratislava,IBM, 1 350 EUR/mesiac,pracovna-ponuka/970785/junior-it-specialista,2023-04-06
61,IT Trainee,Bratislava,IBM, 1 400 EUR/mesiac,pracovna-ponuka/1002615/it-trainee,2023-04-06
62,Experienced Siebel/ CRM Consultant,Bratislava,IBM, 2 500 EUR/mesiac,pracovna-ponuka/997873/experienced-siebel-crm-consultant,2023-04-06
63,Azure Developer to Microsoft team,"Bratislavský kraj, Banskobystrický kraj, Košický kraj, Bratislava",IBM, 2 200 EUR/mesiac,pracovna-ponuka/997719/azure-developer-to-microsoft-team,2023-04-06
64,SAP ABAP/Fiori/UI5 Developer,"Bratislavský kraj, Košický kraj, Bratislava",IBM, 2 500 EUR/mesiac,pracovna-ponuka/983795/sap-abap-fiori-ui5-developer,2023-04-06
65,Salesforce Digital Marketer,"Bratislavský kraj, Košický kraj, Bratislava",IBM, 1 900 EUR/mesiac,pracovna-ponuka/973869/salesforce-digital-marketer,2023-04-06
66,SAP Consultant,"Bratislavský kraj, Banskobystrický kraj, Košický kraj, Bratislava",IBM, 2 500 EUR/mesiac,pracovna-ponuka/938514/sap-consultant,2023-04-06
67,IAM administrátor - TPP & REMOTE (Ref. č.: 1-16-41336),Nitra,Grafton Slovakia s.r.o., 1 600 EUR/mesiac,pracovna-ponuka/1310347/iam-administrator-tpp-remote-ref-c-1-16-41336-,2023-04-06
